instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound
0,New,16,60224.082818,60488.238269,60326.823134,64724.470042,64823.142302,64829.590000,17.165880,18.346279,19.605352,19.710429,232,6753,3600.000000,16,2,47,GUROBI,1
1,Farkas,16,60115.911816,60391.135404,60218.652132,64653.408793,64752.317363,64757.740000,0.259576,1.648225,3.433035,3.570682,242,9298,3600.000000,16,2,0,GUROBI,1
2,Farkas,16,60253.978923,60529.489003,60356.719239,64809.219702,64909.896963,64916.190000,0.264922,1.670814,3.989757,4.095733,292,11377,3600.000000,16,2,0,GUROBI,1
3,Farkas,16,60281.778016,60545.031189,60384.518332,64788.192101,64891.499175,64897.017500,0.251132,1.996281,2.870640,3.068204,114,6059,3600.000000,16,2,0,GUROBI,1
4,Farkas,16,60260.797135,60501.236239,60363.537451,64746.503437,64843.804688,64849.257500,0.260766,1.822093,4.182076,4.549121,348,11830,3600.000000,16,2,0,GUROBI,1
5,Farkas,16,60167.672226,60440.081130,60271.929770,64815.852464,64931.372044,64937.100000,0.269708,1.601776,3.330866,3.818696,361,11511,3600.000000,16,2,0,GUROBI,1
