instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,16,-1216923.270104,-1042304.008551,-1042304.008551,-599070.293811,-61229.618646,12940.219678,6.731010,7.066046,3249.183751,3606.731856,1665732,37810431,3600.000000,16,38,41,GUROBI,1,0,0,0
1,New,16,-7693611.072885,-7400071.668004,-7484182.313972,-6932225.608442,-6185052.754474,-6184445.625382,4.572481,5.192796,53.823250,54.059603,29169,453934,3600.000000,16,33,44,GUROBI,1,0,0,0
2,New,16,-13514545.211134,-12943893.414733,-12989170.793122,-12628911.336030,-11836713.341133,-11835543.767758,4.574524,5.215868,69.650593,70.145401,43455,597174,3600.000000,16,47,47,GUROBI,1,0,0,0
3,New,16,-28871314.802961,-28336834.622677,-28391979.716918,-27675929.297558,-26748433.577866,-26746238.964077,4.106451,4.575606,40.832980,40.833638,15527,357445,3600.000000,16,42,42,GUROBI,1,0,0,0
4,New,16,-43363980.601083,-43054480.406357,-43188507.388000,-42388282.621354,-41350364.860798,-41346242.675760,4.247750,4.719368,38.926706,39.244944,18688,339591,3600.000000,16,43,43,GUROBI,1,0,0,0
5,New,16,-24987623.903291,-24572245.159919,-24927372.201034,-23448498.735586,-22512800.657432,-22510592.056501,2.931548,3.487435,88.240221,88.325032,32463,826584,3600.000000,16,2,43,GUROBI,1,0,0,0
6,New,16,-3625760.690265,-3107255.383315,-3143142.622024,-2944254.650748,-2016310.228535,-2016111.668874,4.104984,4.649430,185.189596,185.715392,137968,1676647,3600.000000,16,47,47,GUROBI,1,0,0,0
7,New,16,-17026679.410661,-16490801.612287,-16749940.737640,-16125417.539038,-14848463.077662,-14847012.777720,7.841533,8.328577,101.786187,101.820673,38122,924832,3600.000000,16,29,50,GUROBI,1,0,0,0
8,New,16,-13637640.407086,-13180673.826642,-13418259.716361,-12564300.846525,-11457900.761902,-11456834.638819,4.362684,4.848820,70.423537,87.407343,57221,956405,3600.000000,16,11,44,GUROBI,1,0,0,0
9,New,16,-48732445.400903,-48447699.249695,-48542063.159683,-47834597.194034,-47559057.393278,-47554398.711548,3.755670,4.384169,4.441926,4.620482,142,3948,3600.000000,16,25,44,GUROBI,1,0,0,0
