instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,4,49.214876,49.239669,49.239669,69.718013,71.000000,71.000000,0.705855,1.534230,1.960764,2.015124,154,5336,3600.000000,4,4,41,GUROBI,1,0,0,0
1,New,4,49.214876,49.333058,49.324307,69.782205,71.000000,71.000000,0.492704,1.903538,2.608672,2.617003,179,6784,3600.000000,4,19,43,GUROBI,1,2,0,0
2,New,4,49.214876,49.239669,49.239669,69.792944,71.000000,71.000000,0.469280,1.325337,1.573367,1.573525,65,3379,3600.000000,4,4,43,GUROBI,1,0,0,0
3,New,4,49.214876,49.239669,49.239669,69.690166,71.000000,71.000000,0.373856,1.602538,1.938232,2.069772,106,5215,3600.000000,4,4,41,GUROBI,1,1,0,0
4,New,4,49.214876,49.239669,49.239669,69.394771,70.999999,70.999999,0.271511,1.084063,1.831882,1.832095,193,6116,3600.000000,5,3,42,GUROBI,1,3,0,0
5,New,4,49.214876,49.239669,49.239669,69.972776,71.000000,71.000000,0.274088,1.329147,0.274088,1.345196,1,2683,3600.000000,5,3,37,GUROBI,1,3,0,0
