instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,None,16,58939.682617,58939.682617,58939.682617,59512.686074,71320.000000,71320.000000,0.000003,28.760155,352.832257,355.780815,787,788090,3600.000000,0,0,0,GUROBI,1,0,0,0
1,None,16,59039.682617,59039.682617,59039.682617,59629.999808,71320.000000,71320.000000,0.000003,27.448143,485.199598,495.779665,838,952131,3600.000000,0,0,0,GUROBI,1,0,0,0
2,None,16,59223.448298,59223.448298,59223.448298,69636.291447,110515.000000,111045.000000,0.000003,95.888464,3600.003105,3600.004736,13375,9097408,3600.000000,0,0,0,GUROBI,1,0,0,0
