instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,4,9388.235294,9747.058824,9583.691684,14830.199398,15173.968408,15175.000000,9.201742,11.576980,16.490633,42.326238,1996,100777,3600.000000,4,15,38,GUROBI,1,0,0,0
1,Farkas,4,9552.670218,9911.493747,9782.984619,15114.496363,15734.913604,15735.999676,0.379342,4.124798,34.535803,34.537730,751,55536,3600.000000,4,15,0,GUROBI,1,0,0,0
2,Farkas,4,9540.588235,9905.294118,9700.525210,14871.730289,15524.596058,15525.999969,0.316508,3.462018,48.906207,48.907838,873,73333,3600.000000,4,15,0,GUROBI,1,0,0,0
3,Farkas,4,9718.122214,10052.828096,9821.058868,14965.007947,15536.576630,15538.000000,0.445424,3.237957,16.013615,25.041554,1456,65309,3600.000000,4,15,0,GUROBI,1,0,0,0
4,Farkas,4,9739.189295,10120.659883,9953.618361,15277.845009,16161.822325,16163.000000,0.433292,3.880398,70.844630,137.049925,4124,320555,3600.000000,4,15,0,GUROBI,1,0,0,0
5,Farkas,4,9551.126643,9921.714878,9728.036760,15210.554110,15449.620379,15451.000000,0.362017,3.139797,23.307136,24.332051,1022,59635,3600.000000,4,15,0,GUROBI,1,0,0,0
