instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,None,4,128.750000,128.750000,128.750000,131.526798,134.500000,134.500000,0.000003,4.087697,67.598274,68.931238,1354,175115,3600.000000,0,0,0,GUROBI,1,0,0,0
1,None,4,128.562500,128.562500,128.562500,130.964580,134.250000,134.250000,0.000004,3.977303,49.069021,50.945894,795,123122,3600.000000,0,0,0,GUROBI,1,0,0,0
2,None,4,126.250000,126.250000,126.250000,128.128901,132.000000,132.000000,0.000003,3.662603,57.804800,100.649387,1502,237395,3600.000000,0,0,0,GUROBI,1,0,0,0
3,None,4,128.375000,128.375000,128.375000,130.635536,134.125000,134.125000,0.000003,4.926979,57.437933,61.418392,1020,163892,3600.000000,0,0,0,GUROBI,1,0,0,0
4,None,4,128.312500,128.312500,128.312500,130.824816,134.000000,134.000000,0.000004,4.445895,71.347111,74.394236,1121,153872,3600.000000,0,0,0,GUROBI,1,0,0,0
5,None,4,128.625000,128.625000,128.625000,131.444865,134.250000,134.250000,0.000003,4.199476,69.742295,72.470624,920,162029,3600.000000,0,0,0,GUROBI,1,0,0,0
