instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,New,16,954341.026667,954452.664233,954393.098563,968612.722672,988090.763309,988585.620000,9.629883,14.438859,1620.119398,3609.642581,578517,6981950,3600.000000,16,5,152,GUROBI,1,0,0,0
1,New,16,-266583.237800,-253931.249133,-264171.186320,-204676.700016,-202870.945178,-202866.940000,2.622421,3.245485,3.299949,3.348697,26,1141,3600.000000,16,3,147,GUROBI,1,0,0,0
2,New,16,-1581109.690138,-1564373.152333,-1575636.370601,-1511766.747430,-1511718.700000,-1511718.700000,2.598798,3.173228,3.204923,3.219898,12,902,3600.000000,16,4,144,GUROBI,1,1,0,0
3,New,16,173564.605944,179763.482500,174049.590161,236694.726646,237092.601865,237099.950000,2.677666,3.111473,3.129686,3.133419,21,1235,3600.000000,16,4,174,GUROBI,1,0,0,0
4,New,16,91990.392886,96832.453775,95312.122021,159638.469506,160381.054643,160382.480000,2.680321,3.248237,3.370456,3.370638,31,1247,3600.000000,16,4,180,GUROBI,1,0,0,0
5,New,16,646118.772300,651608.429078,648146.360078,697366.462311,700944.736374,701013.710000,2.568862,3.443748,4.189853,4.331465,246,3688,3600.000000,16,1,174,GUROBI,1,0,0,0
6,New,16,-244523.679229,-240521.367229,-242539.710980,-171000.096601,-168565.510569,-168549.740000,2.681276,3.175338,3.337305,3.337484,87,1466,3600.000000,16,4,168,GUROBI,1,0,0,0
7,New,16,-403820.168454,-390867.760972,-401171.592480,-325262.294239,-324255.020000,-324255.020000,2.720457,3.450006,3.529434,3.531136,27,1086,3600.000000,16,4,172,GUROBI,1,0,0,0
8,New,16,324630.186986,333454.578986,328825.866319,388069.309704,390292.764684,390308.580000,2.467407,3.058185,3.279990,3.318020,82,1500,3600.000000,16,2,181,GUROBI,1,1,0,0
9,New,16,-85001.687139,-78262.439806,-83018.829853,-14752.947098,-14341.090000,-14341.090000,2.669211,3.155741,3.233394,3.239472,24,1064,3600.000000,16,4,164,GUROBI,1,0,0,0
10,New,16,129909.310750,133676.944083,131098.095350,190066.332983,190772.530275,190774.790000,2.745865,3.543024,3.583847,3.585952,18,1110,3600.000000,16,4,161,GUROBI,1,0,0,0
