instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,New,16,180104.201530,183664.933637,183325.846944,257618.996481,258411.000000,258411.000000,11.335486,11.546779,11.556199,11.557178,9,641,300.000000,33,24,GUROBI,1
1,New,16,184857.860908,191758.257109,185203.810986,278804.391520,282359.030513,282362.000000,2.508056,2.659528,2.695843,2.701698,36,776,300.000000,90,1,GUROBI,1
2,New,16,180248.766203,185443.167670,180335.487527,217267.731466,225710.000000,225710.000000,1.315832,1.519595,1.549150,1.556334,45,1118,300.000000,47,1,GUROBI,1
3,New,16,183660.040925,186520.341570,183756.192440,259167.963152,273024.266667,273041.000000,2.499576,2.610215,2.628230,2.633302,46,555,300.000000,93,1,GUROBI,1
4,New,16,173138.624796,188213.195850,173269.770630,233959.087446,239594.000000,239594.000000,1.889698,2.113861,2.153396,2.170456,72,1237,300.000000,68,1,GUROBI,1
5,New,16,184195.862363,191254.400568,184892.042800,257174.611120,258411.000000,258411.000000,1.125613,1.298799,1.334021,1.334103,37,835,300.000000,34,1,GUROBI,1
6,New,16,178897.722051,226535.411442,179700.556385,278623.023599,281302.000000,281302.000000,1.444282,1.563614,1.585809,1.587635,57,488,300.000000,57,1,GUROBI,1
7,New,16,194158.899961,208992.946450,208969.446450,278433.336199,281876.000000,281876.000000,2.537104,2.674034,2.683175,2.685893,19,442,300.000000,79,2,GUROBI,1
8,New,16,178596.920997,185057.999158,178707.409794,274032.331477,280165.335938,280169.000000,1.873774,2.006988,2.041819,2.044802,80,853,300.000000,74,1,GUROBI,1
9,New,16,182164.069911,222040.223123,182847.195155,278845.072644,279590.000000,279590.000000,1.416719,1.536859,1.670278,1.670926,27,354,300.000000,62,1,GUROBI,1
10,New,16,199496.942554,215641.030187,199954.144200,298524.952114,298616.000000,298616.000000,6.095702,6.177757,6.178490,6.178584,1,198,300.000000,171,1,GUROBI,1
