instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,None,16,981.864286,981.864286,981.864286,990.816270,1077.460000,1077.560000,0.002812,0.720851,15.470587,15.746180,9963,169281,300.000000,0,0,GUROBI,1
1,None,16,825.159604,825.159604,825.159604,850.085630,916.755956,916.820000,0.002849,0.537192,33.537895,33.754104,12009,298611,300.000000,0,0,GUROBI,1
2,None,16,862.862237,862.862237,862.862237,892.734219,960.127260,960.190000,0.002897,0.699651,23.524746,23.524868,5525,184194,300.000000,0,0,GUROBI,1
3,None,16,822.547894,822.547894,822.547894,859.509394,941.339710,941.430000,0.002785,0.524169,52.588888,52.937685,15797,468243,300.000000,0,0,GUROBI,1
4,None,16,869.064661,869.064661,869.064661,886.305479,942.898571,942.990000,0.003030,0.506641,20.362329,22.660723,8166,179439,300.000000,0,0,GUROBI,1
5,None,16,849.395374,849.395374,849.395374,877.366139,946.528346,946.620000,0.002952,0.693616,36.702445,36.702573,12967,363193,300.000000,0,0,GUROBI,1
6,None,16,874.525753,874.525753,874.525753,903.960610,962.549889,962.620000,0.002978,0.804108,5.044096,11.526554,3629,87733,300.000000,0,0,GUROBI,1
7,None,16,849.232529,849.232529,849.232529,872.295068,940.010362,940.100000,0.002844,0.676021,34.664648,38.680359,12126,303258,300.000000,0,0,GUROBI,1
8,None,16,816.216880,816.216880,816.216880,841.292868,902.579857,902.660000,0.002873,0.422840,14.057566,18.810651,7497,178150,300.000000,0,0,GUROBI,1
9,None,16,890.322985,890.322985,890.322985,917.061145,974.510000,974.510000,0.002816,0.696327,8.131177,12.016017,3476,92315,300.000000,0,0,GUROBI,1
10,None,16,845.750690,845.750690,845.750690,872.879257,920.938148,921.020000,0.002854,0.684620,19.462461,19.462605,6505,168317,300.000000,0,0,GUROBI,1
