instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,New,16,14274.102667,14429.857863,14397.606077,15738.509158,15743.451722,10000000000000000159028911097599180468360808563945281389781327557747838772170381060813469985856815104.000000,403.679713,404.621929,403.679713,404.679876,6,3302,300.000000,61,47,GUROBI,1
1,Farkas,16,14267.689853,14415.149009,14315.534303,15701.889561,15936.892681,15936.892681,5.384932,6.301704,6.395767,6.418244,20,3398,300.000000,61,47,GUROBI,1
2,Farkas,16,14252.494194,14408.249390,14331.238749,15692.248208,16029.692681,16029.692681,5.125101,6.135743,6.214869,6.293498,25,3861,300.000000,61,47,GUROBI,1
3,Farkas,16,14385.894170,14463.066751,14388.543533,15614.045058,15758.530681,15758.530681,5.988894,6.689850,6.716342,6.716522,4,2232,300.000000,61,47,GUROBI,1
4,Farkas,16,14632.871475,14731.344392,14634.433659,15783.727914,16643.529165,16644.548000,5.258387,5.782411,6.146165,6.400366,112,5883,300.000000,61,47,GUROBI,1
5,Farkas,16,14167.822597,14330.081878,14192.106787,15580.175870,15783.382681,15783.382681,4.540560,5.294237,5.541058,5.541243,60,3307,300.000000,61,47,GUROBI,1
6,Farkas,16,14274.102667,14429.857863,14397.606077,15668.579616,16029.692681,16029.692681,4.286645,5.159098,5.264356,5.264540,13,3243,300.000000,61,47,GUROBI,1
7,Farkas,16,14274.102667,14429.857863,14380.786416,15700.301802,16029.692681,16029.692681,4.281291,5.234185,5.354846,5.365865,27,3566,300.000000,61,47,GUROBI,1
8,Farkas,16,14300.366181,14457.908121,14395.236898,15653.432141,16029.692681,16029.692681,5.109973,5.921499,6.058200,6.062911,23,3228,300.000000,61,47,GUROBI,1
9,Farkas,16,14158.424234,14300.645207,14158.424234,15095.397189,15315.491500,15315.491500,5.385002,5.942884,6.417868,6.420094,43,3463,300.000000,61,47,GUROBI,1
