instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,None,16,7155.000000,7155.000000,7155.000000,7538.636364,7615.000000,7615.000000,0.001620,0.342272,0.393340,0.398025,18,1726,300.000000,0,0,GUROBI,1
1,None,16,7165.000000,7165.000000,7165.000000,7526.969278,7612.999982,7612.999982,0.001573,0.271785,0.334901,0.334992,23,1033,300.000000,0,0,GUROBI,1
2,None,16,7149.000000,7149.000000,7149.000000,7518.027974,7594.000000,7594.000000,0.001616,0.293172,0.311093,0.311176,8,766,300.000000,0,0,GUROBI,1
3,None,16,7140.250000,7140.250000,7140.250000,7467.038949,7594.000000,7594.000000,0.001556,0.253405,0.285720,0.304793,16,837,300.000000,0,0,GUROBI,1
4,None,16,7141.916667,7141.916667,7141.916667,7459.124284,7616.000000,7616.000000,0.001499,0.260132,0.384881,0.398235,40,1203,300.000000,0,0,GUROBI,1
5,None,16,7160.750000,7160.750000,7160.750000,7479.563665,7633.000000,7633.000000,0.001566,0.218864,0.271907,0.296617,34,939,300.000000,0,0,GUROBI,1
6,None,16,7126.750000,7126.750000,7126.750000,7485.453296,7574.000000,7574.000000,0.001569,0.299964,0.400692,0.405497,26,1120,300.000000,0,0,GUROBI,1
7,None,16,7162.750000,7162.750000,7162.750000,7481.212375,7621.000000,7621.000000,0.002062,0.227762,0.276283,0.278686,19,776,300.000000,0,0,GUROBI,1
8,None,16,7153.750000,7153.750000,7153.750000,7490.949857,7604.000000,7604.000000,0.001631,0.296863,0.365149,0.365526,30,1026,300.000000,0,0,GUROBI,1
9,None,16,7157.750000,7157.750000,7157.750000,7506.663498,7596.000000,7596.000000,0.001560,0.337988,0.381079,0.381164,16,1044,300.000000,0,0,GUROBI,1
10,None,16,7164.500000,7164.500000,7164.500000,7492.868525,7619.000000,7619.000000,0.002136,0.265337,0.294377,0.334810,16,966,300.000000,0,0,GUROBI,1
