instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,New,16,95919464.000000,100601267.000000,97404113.204199,106929598.956037,106939359.869194,10000000000000000159028911097599180468360808563945281389781327557747838772170381060813469985856815104.000000,22.429876,22.574947,22.429876,22.580626,5,329,300.000000,16,8,GUROBI,1
1,New,16,83358944.022304,85847901.221644,85292579.430511,91357863.284959,91570402.247619,91570402.247619,52.969713,53.171412,53.209605,53.209754,23,686,300.000000,16,20,GUROBI,1
2,New,16,74001550.405586,78578833.072407,76890281.804696,82311263.192774,82431540.522727,82431540.522727,55.261783,55.407446,55.416562,55.418509,10,421,300.000000,16,20,GUROBI,1
3,New,16,51810007.241899,54310007.241899,53369944.046972,54874491.713577,54917868.047082,54917868.047082,31.228636,31.276962,31.279218,31.280091,4,126,300.000000,19,5,GUROBI,1
4,New,16,77234163.453198,79734163.453198,78577750.601160,81138915.124507,81354314.094811,81354314.094811,32.615253,32.737808,32.759866,32.760646,23,365,300.000000,19,2,GUROBI,1
5,New,16,62397494.655964,64897494.655964,63319684.281891,65773143.592425,66129681.005063,66129681.005063,21.952712,22.021046,22.025622,22.034156,10,244,300.000000,18,3,GUROBI,1
6,New,16,59822706.478680,61600983.817222,60675317.472149,63417648.456626,63518984.834015,63519539.271970,41.022857,41.197596,41.201799,41.204651,8,416,300.000000,17,13,GUROBI,1
7,New,16,55786301.345370,58286301.345370,58219434.606414,60898691.294715,61370490.297009,61370490.297009,44.858950,44.983738,44.996446,45.004983,16,410,300.000000,18,11,GUROBI,1
8,New,16,62960017.339663,64952308.922443,63888533.716685,65114630.923338,65120644.976974,65120644.976974,26.937886,26.998348,27.000688,27.000803,1,153,300.000000,18,7,GUROBI,1
9,New,16,66596342.056863,69096342.056863,68624418.682125,71373135.234797,71781096.486842,71781096.486842,32.391961,32.546844,32.554065,32.564978,13,495,300.000000,20,5,GUROBI,1
