instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,New,4,7.043999,7.086655,7.047741,7.143655,7.598985,7.598985,0.935607,1.124286,2.740794,2.910473,2217,13239,300.000000,4,9,GUROBI,1
1,Farkas,4,7.043999,7.086655,7.047741,7.150931,7.598556,7.598985,0.047418,0.332619,2.362188,2.362288,2558,17203,300.000000,4,9,GUROBI,1
2,Farkas,4,6.157911,6.248426,6.157911,6.562834,7.180816,7.180816,0.045760,0.260425,1.449016,1.623719,1279,8256,300.000000,4,9,GUROBI,1
3,Farkas,4,7.043999,7.086655,7.047741,7.137711,7.598490,7.598985,0.050255,0.179700,1.849060,1.972491,1797,11294,300.000000,4,9,GUROBI,1
4,Farkas,4,7.043999,7.086655,7.047741,7.120692,7.598985,7.598985,0.042210,0.200686,3.164824,3.481186,5016,30218,300.000000,4,9,GUROBI,1
5,Farkas,4,7.055652,7.086655,7.057026,7.173624,7.704632,7.705284,0.042960,0.349317,3.013682,3.054609,3090,19345,300.000000,4,9,GUROBI,1
6,Farkas,4,7.043999,7.086655,7.047741,7.149681,7.598985,7.598985,0.042485,0.384169,3.297256,3.298018,4203,24670,300.000000,4,9,GUROBI,1
7,Farkas,4,7.043999,7.086655,7.047741,7.142012,7.598985,7.598985,0.042802,0.230292,2.019618,2.095488,1463,10940,300.000000,4,9,GUROBI,1
8,Farkas,4,7.740029,7.740029,7.740029,8.085550,8.941254,8.941254,0.044462,0.228106,7.670635,7.671010,7856,61252,300.000000,4,9,GUROBI,1
9,Farkas,4,7.043999,7.086655,7.047741,7.145173,7.598985,7.598985,0.044005,0.250946,1.494392,1.494795,1672,10368,300.000000,4,9,GUROBI,1
10,Farkas,4,7.043999,7.086655,7.047741,7.142496,7.598985,7.598985,0.044419,0.356436,2.392911,2.393480,2854,16982,300.000000,4,9,GUROBI,1
