instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,None,4,2748.345238,2748.345238,2748.345238,7166.050047,7349.276405,7350.000000,0.001574,0.167253,1.594964,1.610052,742,10210,300.000000,0,0,GUROBI,1
1,None,4,2754.642857,2754.642857,2754.642857,8908.872309,9055.000000,9055.000000,0.001640,0.080544,0.150755,0.198996,209,1691,300.000000,0,0,GUROBI,1
2,None,4,2763.405952,2763.405952,2763.405952,8528.262358,8687.000000,8687.000000,0.001137,0.102907,1.032381,1.035513,626,5677,300.000000,0,0,GUROBI,1
3,None,4,2760.523810,2760.523810,2760.523810,8031.495718,8209.000000,8209.000000,0.001827,0.078854,0.183983,0.197212,147,1734,300.000000,0,0,GUROBI,1
4,None,4,2741.857143,2741.857143,2741.857143,7037.600625,7335.000000,7335.000000,0.001882,0.148097,0.852960,0.902136,670,10271,300.000000,0,0,GUROBI,1
5,None,4,2750.176190,2750.176190,2750.176190,7620.963569,7846.000000,7846.000000,0.002798,0.138746,0.678709,0.777978,790,9204,300.000000,0,0,GUROBI,1
6,None,4,2737.220238,2737.220238,2737.220238,7448.112974,7610.957021,7611.000000,0.001120,0.133830,0.417811,0.459479,442,4647,300.000000,0,0,GUROBI,1
7,None,4,2768.542857,2768.542857,2768.542857,8313.160648,8416.000000,8416.000000,0.001143,0.106332,0.138111,0.153438,63,1069,300.000000,0,0,GUROBI,1
8,None,4,2754.159524,2754.159524,2754.159524,8552.403333,8661.000000,8661.000000,0.001139,0.100364,0.114029,0.144868,58,975,300.000000,0,0,GUROBI,1
9,None,4,2759.594048,2759.594048,2759.594048,7399.589624,7710.000000,7710.000000,0.002241,0.116408,0.475010,1.013549,1020,13364,300.000000,0,0,GUROBI,1
10,None,4,2749.119048,2749.119048,2749.119048,7431.683152,7547.000000,7547.000000,0.001157,0.146275,0.175918,0.272031,135,2079,300.000000,0,0,GUROBI,1
