instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,None,64,1415.000000,1415.000000,1415.000000,1518.000000,2810.000000,2810.000000,0.004866,0.470168,3.298715,7.181858,4234,50582,300.000000,0,0,GUROBI,1
1,None,64,1415.000000,1415.000000,1415.000000,1518.000000,2810.000000,2810.000000,0.004862,0.462693,3.286053,7.163751,4234,50582,300.000000,0,0,GUROBI,1
2,None,64,1415.000000,1415.000000,1415.000000,1520.121951,2810.000000,2810.000000,0.004926,0.613069,44.176011,44.176357,27873,335743,300.000000,0,0,GUROBI,1
3,None,64,1415.000000,1415.000000,1415.000000,1518.000000,2810.000000,2810.000000,0.004902,0.475294,3.301442,7.180030,4234,50582,300.000000,0,0,GUROBI,1
4,None,64,1415.000000,1415.000000,1415.000000,1519.772727,2810.000000,2810.000000,0.005008,0.605724,9.181966,66.364463,28860,393116,300.000000,0,0,GUROBI,1
5,None,64,1415.000000,1415.000000,1415.000000,1535.000000,2810.000000,2810.000000,0.004901,0.424739,5.323608,21.256813,12330,159054,300.000000,0,0,GUROBI,1
6,None,64,1415.000000,1415.000000,1415.000000,1535.452381,2810.000000,2810.000000,0.005035,0.654488,10.933715,26.106131,15642,202880,300.000000,0,0,GUROBI,1
7,None,64,1415.000000,1415.000000,1415.000000,1518.000000,2810.000000,2810.000000,0.004947,0.442418,11.208472,27.908986,15637,216048,300.000000,0,0,GUROBI,1
8,None,64,1415.000000,1415.000000,1415.000000,1518.000000,2810.000000,2810.000000,0.004843,0.467039,3.317526,7.246273,4234,50582,300.000000,0,0,GUROBI,1
9,None,64,1415.000000,1415.000000,1415.000000,1524.629630,2810.000000,2810.000000,0.004823,0.556093,7.656842,33.002743,19693,241988,300.000000,0,0,GUROBI,1
10,None,64,1415.000000,1415.000000,1415.000000,1518.000000,2810.000000,2810.000000,0.004926,0.467895,3.412379,7.337549,4234,50582,300.000000,0,0,GUROBI,1
