instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,New,16,869515.130911,873369.092911,871181.797578,873792.058578,878345.541618,878430.316000,0.289520,0.308987,1.458822,1.458904,9358,19031,300.000000,16,1,GUROBI,1
1,Old,16,862150.716400,865787.761733,863817.549733,866349.560800,870814.316000,870814.316000,0.114808,0.133702,0.158969,0.540980,2518,5498,300.000000,16,1,GUROBI,1
2,Old,16,886802.174244,890125.219578,888468.340911,890785.685244,895219.316000,895219.316000,0.117392,0.135721,1.166075,1.166399,8126,16662,300.000000,16,1,GUROBI,1
3,Old,16,869295.606467,873046.068467,870962.273133,873501.200800,877984.204800,878061.316000,0.120889,0.141117,0.166107,1.641842,11940,19188,300.000000,16,1,GUROBI,1
4,Old,16,859594.530322,863170.242322,861261.030322,863691.541322,868012.542033,868097.653952,0.120090,0.140320,0.496589,1.005902,5811,14600,300.000000,16,1,GUROBI,1
5,Old,16,885842.208689,889695.504022,887508.875356,889956.723040,894762.735040,894790.316000,0.123757,0.142867,0.173121,0.659303,3680,7725,300.000000,16,1,GUROBI,1
6,Old,16,868427.306433,872034.018433,870094.473100,872562.734133,877135.478356,877190.826843,0.120296,0.140471,0.171219,0.910637,5542,12749,300.000000,16,1,GUROBI,1
7,Old,16,872371.246467,876242.208467,874037.913133,876644.507467,881177.387040,881250.316000,0.115602,0.134402,0.169318,1.238907,9092,18396,300.000000,16,1,GUROBI,1
8,Old,16,871197.788656,874932.500656,872864.621989,875358.383022,879995.316000,879995.316000,0.116139,0.136617,1.298384,1.298611,9656,18977,300.000000,16,1,GUROBI,1
9,Old,16,871090.987578,874891.199578,872757.654244,875290.165244,879859.039175,879944.316000,0.116822,0.136558,0.463091,1.115547,7953,15839,300.000000,16,1,GUROBI,1
10,Old,16,855466.349767,859387.645100,857133.516433,859642.123040,864553.664951,864632.316000,0.121047,0.139479,1.035897,1.035976,8444,15737,300.000000,16,1,GUROBI,1
