instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,New,4,25501658.708008,25522185.356741,25517497.175604,25774975.019978,25777295.882553,25779856.371548,3.114461,3.502762,3.651696,3.674122,89,1627,300.000000,4,4,GUROBI,1
1,New,4,25498710.275361,25519220.432226,25514294.620080,25772010.890002,25775688.370483,25777276.670844,3.044283,3.507818,3.742884,3.743797,106,1767,300.000000,4,4,GUROBI,1
2,New,4,25506237.200267,25526870.337071,25522094.805860,25780296.227244,25782183.597863,25784533.271056,3.029077,3.452654,3.544391,3.544576,40,1261,300.000000,4,4,GUROBI,1
3,New,4,25500913.821113,25521380.745920,25518482.588850,25774160.099217,25776554.532461,25779005.624976,3.051129,3.417270,3.542217,3.542402,60,1418,300.000000,4,4,GUROBI,1
4,New,4,25503837.297394,25524293.072414,25515580.173977,25777864.225219,25779394.124293,25781829.183947,3.045024,3.502480,3.571968,3.576739,37,1215,300.000000,4,4,GUROBI,1
5,New,4,25505664.825542,25526192.777316,25521493.796286,25778972.706481,25782292.871664,25783876.851969,3.040921,3.450064,3.620700,3.644995,87,1599,300.000000,4,4,GUROBI,1
6,New,4,25503946.160774,25524458.669670,25519814.877598,25779741.765077,25780304.371588,25782239.739161,3.049398,3.478647,3.546323,3.546506,15,1130,300.000000,4,4,GUROBI,1
7,New,4,25497835.446940,25518312.081344,25515454.758315,25771884.563025,25773555.273503,25775898.961584,3.043045,3.457540,3.504122,3.550193,39,1277,300.000000,4,4,GUROBI,1
8,New,4,25502658.513076,25523314.839345,25515939.427046,25776737.347434,25778890.334040,25780806.411805,3.051904,3.469266,3.512427,3.548857,34,1164,300.000000,4,4,GUROBI,1
9,New,4,25501007.663510,25521537.505242,25514185.074733,25776965.972211,25777681.752921,25779204.672603,3.046523,3.466669,3.585704,3.587543,36,1303,300.000000,4,4,GUROBI,1
10,New,4,25501426.564115,25521894.198483,25513181.149751,25776142.064730,25777213.133486,25779499.495055,3.099524,3.565167,3.624642,3.632832,17,1169,300.000000,4,4,GUROBI,1
