instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,None,64,5480.606156,5480.606156,5480.606156,7195.826538,7349.479167,7350.000000,0.001889,0.198168,0.857151,0.890580,650,8890,300.000000,0,0,GUROBI,1
1,None,64,5491.508583,5491.508583,5491.508583,8090.495790,8261.000000,8261.000000,0.001847,0.153118,0.299883,0.349601,229,3246,300.000000,0,0,GUROBI,1
2,None,64,5507.323915,5507.323915,5507.323915,7891.063322,8220.000000,8220.000000,0.001847,0.154857,1.840367,1.927566,725,13195,300.000000,0,0,GUROBI,1
3,None,64,5510.508896,5510.508896,5510.508896,8034.001021,8100.000000,8100.000000,0.001843,0.126774,0.178488,0.207166,89,1405,300.000000,0,0,GUROBI,1
4,None,64,5491.263293,5491.263293,5491.263293,7973.305617,8105.000000,8105.000000,0.001865,0.155200,0.475378,0.567404,431,5822,300.000000,0,0,GUROBI,1
5,None,64,5475.066564,5475.066564,5475.066564,7475.668462,7567.916914,7568.000000,0.001847,0.191329,0.251270,0.254094,60,1438,300.000000,0,0,GUROBI,1
6,None,64,5502.151537,5502.151537,5502.151537,7542.757605,7751.000000,7751.000000,0.001851,0.184236,0.706441,0.888364,636,9291,300.000000,0,0,GUROBI,1
7,None,64,5508.285455,5508.285455,5508.285455,7687.182689,7839.826842,7840.000000,0.001876,0.185106,0.265653,0.289395,106,1704,300.000000,0,0,GUROBI,1
8,None,64,5476.896634,5476.896634,5476.896634,7466.152630,7640.596741,7641.000000,0.001835,0.143185,0.497979,0.640850,551,6804,300.000000,0,0,GUROBI,1
9,None,64,5489.461607,5489.461607,5489.461607,7683.297399,7879.000000,7879.000000,0.001862,0.112678,0.543834,0.661769,639,7656,300.000000,0,0,GUROBI,1
10,None,64,5490.232462,5490.232462,5490.232462,7273.808831,7445.333752,7446.000000,0.001834,0.244263,4.097736,4.098146,1757,32900,300.000000,0,0,GUROBI,1
