instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,None,4,4656.363636,4656.363636,4656.363636,4659.295082,4722.000000,4722.000000,0.007261,0.418468,1.779597,1.918518,425,6998,300.000000,0,0,GUROBI,1
1,None,4,4654.222222,4654.222222,4654.222222,4657.912162,4718.000000,4718.000000,0.007257,0.306918,1.873853,1.894841,486,6719,300.000000,0,0,GUROBI,1
2,None,4,4657.426471,4657.426471,4657.426471,4660.724138,4724.000000,4724.000000,0.007246,0.370354,1.881741,1.944535,426,6670,300.000000,0,0,GUROBI,1
3,None,4,4658.434343,4658.434343,4658.434343,4660.750000,4723.000000,4723.000000,0.007349,0.345153,1.593296,2.062005,550,7843,300.000000,0,0,GUROBI,1
4,None,4,4654.434343,4654.434343,4654.434343,4655.101010,4721.000000,4721.000000,0.007305,0.237878,1.396149,1.468423,307,4661,300.000000,0,0,GUROBI,1
5,None,4,4655.040404,4655.040404,4655.040404,4659.348066,4720.000000,4720.000000,0.007330,0.366456,2.058477,2.081416,485,7117,300.000000,0,0,GUROBI,1
6,None,4,4647.617582,4647.617582,4647.617582,4650.321429,4712.000000,4712.000000,0.007323,0.319181,1.809299,1.931211,428,6727,300.000000,0,0,GUROBI,1
7,None,4,4655.616162,4655.616162,4655.616162,4657.303030,4722.000000,4722.000000,0.007326,0.350351,2.140547,2.184970,648,8537,300.000000,0,0,GUROBI,1
8,None,4,4654.859649,4654.859649,4654.859649,4656.857143,4716.000000,4716.000000,0.007307,0.302235,1.468810,1.657815,411,5788,300.000000,0,0,GUROBI,1
9,None,4,4655.145374,4655.145374,4655.145374,4656.651183,4718.000000,4718.000000,0.007305,0.384810,2.129404,2.147562,542,7720,300.000000,0,0,GUROBI,1
10,None,4,4655.828283,4655.828283,4655.828283,4657.441315,4721.000000,4721.000000,0.007313,0.301710,1.125820,1.516790,372,5504,300.000000,0,0,GUROBI,1
