instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,None,64,291.089439,291.089439,291.089439,303.666682,307.000000,307.000000,0.001302,0.131330,0.153549,0.155381,23,366,300.000000,0,0,GUROBI,1
1,None,64,290.418208,290.418208,290.418208,303.223565,306.000000,306.000000,0.002084,0.096453,0.117328,0.118460,28,283,300.000000,0,0,GUROBI,1
2,None,64,290.380801,290.380801,290.380801,303.045695,306.000000,306.000000,0.001260,0.106951,0.166580,0.166875,96,654,300.000000,0,0,GUROBI,1
3,None,64,291.369283,291.369283,291.369283,303.517924,307.000000,307.000000,0.001677,0.103648,0.121455,0.123944,33,281,300.000000,0,0,GUROBI,1
4,None,64,291.089439,291.089439,291.089439,303.449757,307.000000,307.000000,0.001711,0.120475,0.148617,0.148702,35,399,300.000000,0,0,GUROBI,1
5,None,64,290.233206,290.233206,290.233206,301.231983,306.000000,306.000000,0.001271,0.106491,0.148532,0.149540,64,629,300.000000,0,0,GUROBI,1
6,None,64,291.035556,291.035556,291.035556,303.286854,307.000000,307.000000,0.003112,0.114240,0.149422,0.149722,65,450,300.000000,0,0,GUROBI,1
7,None,64,290.371736,290.371736,290.371736,301.968164,306.000000,306.000000,0.003023,0.106108,0.118847,0.118933,13,218,300.000000,0,0,GUROBI,1
8,None,64,289.374109,289.374109,289.374109,302.542649,306.000000,306.000000,0.001715,0.145566,0.172339,0.172425,24,397,300.000000,0,0,GUROBI,1
9,None,64,291.243223,291.243223,291.243223,304.639717,307.000000,307.000000,0.001299,0.138667,0.156257,0.159138,23,336,300.000000,0,0,GUROBI,1
10,None,64,290.915618,290.915618,290.915618,304.468714,307.000000,307.000000,0.001921,0.136535,0.155800,0.157975,26,350,300.000000,0,0,GUROBI,1
