instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,None,4,20430947.618854,20430947.618854,20430947.618854,20733951.066193,20740487.254133,20745206.703583,0.001909,0.155469,0.171100,0.183341,23,809,300.000000,0,0,GUROBI,1
1,None,4,20432480.572783,20432480.572783,20432480.572783,20733458.598222,20740645.791867,20742027.868633,0.001844,0.156556,0.227754,0.227844,87,1039,300.000000,0,0,GUROBI,1
2,None,4,20444351.697761,20444351.697761,20444351.697761,20741859.929590,20757700.086532,20757700.086532,0.001871,0.134272,0.182512,0.182938,66,969,300.000000,0,0,GUROBI,1
3,None,4,20427265.880648,20427265.880648,20427265.880648,20731630.779398,20738274.649160,20739788.669185,0.001858,0.145000,0.162346,0.162430,32,733,300.000000,0,0,GUROBI,1
4,None,4,20427584.235033,20427584.235033,20427584.235033,20716831.273649,20742602.522394,20742602.522394,0.001885,0.117741,0.158264,0.163272,66,776,300.000000,0,0,GUROBI,1
5,None,4,20416509.624018,20416509.624018,20416509.624018,20704605.696576,20732859.788554,20734471.078088,0.001847,0.122996,0.232422,0.242539,197,1331,300.000000,0,0,GUROBI,1
6,None,4,20433388.394124,20433388.394124,20433388.394124,20729458.956144,20747485.698846,20748653.844918,0.001842,0.128955,0.145844,0.173046,52,910,300.000000,0,0,GUROBI,1
7,None,4,20396556.179125,20396556.179125,20396556.179125,20710410.467421,20711095.664324,20712446.043676,0.001829,0.144237,0.151122,0.153131,10,600,300.000000,0,0,GUROBI,1
8,None,4,20433152.499582,20433152.499582,20433152.499582,20733473.964437,20743829.100377,20743979.183593,0.001829,0.150025,0.199510,0.210649,74,1012,300.000000,0,0,GUROBI,1
9,None,4,20445098.202427,20445098.202427,20445098.202427,20749580.300763,20753616.323822,20754342.131375,0.001878,0.181338,0.201366,0.202237,27,733,300.000000,0,0,GUROBI,1
10,None,4,20433207.102262,20433207.102262,20433207.102262,20742852.189550,20744164.436464,20745456.180202,0.001898,0.164778,0.173045,0.174551,11,656,300.000000,0,0,GUROBI,1
