lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
4.891112,7.031814,5.925506,45.042252,45.089550,47.348012,69.000000,69.000000,32.283264,34.615467,35.259732,34.615478,35.284933,333.613615,300.000000,New Disjunction,64,49931,18841
4.295714,4.324159,4.407309,44.321494,44.321494,45.226975,70.000000,70.000000,2.050074,5.215121,5.931895,5.215142,5.974313,303.312298,300.000000,Farkas,64,118802,15788
3.008773,3.008779,3.008773,41.497862,41.497862,43.437015,59.000000,59.000000,2.071952,4.090446,4.715615,4.090456,4.770028,303.353525,300.000000,Farkas,64,130496,15622
3.283963,3.293210,3.283963,41.545760,41.545760,43.289091,68.000000,68.000000,1.879739,7.084170,7.836516,7.084185,7.879477,303.099663,300.000000,Farkas,64,95003,14236
3.608180,4.480879,3.973279,46.441742,46.510111,48.126433,71.000000,71.000000,1.978771,5.367020,6.278870,5.367038,6.318203,303.182088,300.000000,Farkas,64,84953,14205
2.885167,3.057900,2.966464,42.563932,42.565184,43.908398,67.000000,67.000000,2.055211,5.346803,6.304701,5.346824,6.373806,303.336787,300.000000,Farkas,64,98271,14549
2.409039,2.415610,2.409047,37.320263,37.320263,40.289689,54.000000,54.000000,2.276243,4.211292,5.393473,4.211307,5.459304,303.589178,300.000000,Farkas,64,134265,17548
2.109023,2.110630,2.108990,42.214259,42.214259,44.405777,71.000000,70.000000,1.975701,5.892139,6.550056,5.892155,6.604894,303.246854,300.000000,Farkas,64,111959,15331
2.875449,3.899302,2.875448,44.556894,44.556894,47.104111,68.000000,68.000000,2.042211,4.965418,5.527711,4.965434,5.563395,303.244892,300.000000,Farkas,64,146370,16677
2.231056,2.232719,2.231056,37.157744,37.157744,41.029971,68.000000,68.000000,1.953466,5.270743,5.785861,5.270759,5.869541,303.268795,300.000000,Farkas,64,117649,15962
2.414704,3.419148,2.414704,39.691773,39.691773,42.319674,60.000000,60.000000,2.107430,4.795640,5.627953,4.795655,5.685087,303.381193,300.000000,Farkas,64,119716,16678
3.271880,4.337431,3.704905,39.687521,39.689364,42.394590,71.000000,71.000000,2.005732,6.271835,6.953263,6.271854,6.991633,303.272744,300.000000,Farkas,64,76947,15018
2.471708,2.489468,2.471708,39.824194,39.824194,41.634066,68.000000,68.000000,2.078793,5.126477,5.809772,5.126489,5.835848,303.318715,300.000000,Farkas,64,143113,15880
1.686294,1.709798,1.686262,39.442563,39.442563,41.600575,66.000000,66.000000,2.031404,6.158123,6.811194,6.158146,6.841255,303.332924,300.000000,Farkas,64,109350,18179
3.653015,4.382506,4.131169,45.418577,45.418577,47.561595,70.000000,70.000000,1.791899,4.512081,5.086688,4.512106,5.121223,303.053777,300.000000,Farkas,64,86881,14769
3.526614,3.542888,3.535362,41.161337,41.161337,43.651627,65.000000,65.000000,2.024434,5.100978,5.868830,5.101003,5.911936,303.274195,300.000000,Farkas,64,153035,15962
4.198617,4.198616,4.198597,46.645485,46.645485,49.323173,66.000000,66.000000,1.902257,6.015218,6.740845,6.015229,6.802791,303.192978,300.000000,Farkas,64,64574,14822
2.611072,3.442872,2.611072,41.917199,41.917199,43.290082,65.000000,65.000000,2.194947,6.692131,7.395734,6.692145,7.423412,303.471694,300.000000,Farkas,64,106729,15235
3.205094,3.315006,3.235543,41.870908,41.870908,45.091465,62.000000,62.000000,1.937453,3.816328,4.342333,3.816335,4.374182,303.260642,300.000000,Farkas,64,69952,15626
2.523179,3.526459,2.778895,42.363331,42.393565,44.185789,70.000000,70.000000,1.962683,4.953479,5.968203,4.953502,6.000631,303.218587,300.000000,Farkas,64,92286,15390
3.380250,3.424599,3.654271,44.610091,44.630349,45.698595,69.000000,69.000000,1.886908,5.018153,6.115775,5.018166,6.180530,303.152769,300.000000,Farkas,64,114264,14537
