lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
7515.271029,7515.271029,7515.271029,7516.785049,7516.785049,7517.000000,23125.000000,23125.000000,0.097820,4.495606,5.681135,4.495624,5.826556,301.205910,300.000000,None,8,74018,1717
8128.216941,8128.216941,8128.216941,8692.831769,8692.831769,8693.000000,26258.000000,21606.000000,0.100377,2.805197,3.214886,2.805204,3.352993,301.181662,300.000000,None,8,53701,2305
7551.556206,7551.556206,7551.556206,7837.393139,7837.393139,7838.000000,24199.000000,24199.000000,0.101068,2.512695,5.543692,2.512712,5.686048,301.289001,300.000000,None,8,67982,885
7738.202471,7738.202471,7738.202471,7820.231854,7820.231854,7821.000000,23984.000000,23984.000000,0.101990,2.831596,4.035940,2.831609,4.150879,301.252210,300.000000,None,8,68439,1553
7515.271029,7515.271029,7515.271029,7516.785049,7516.785049,7517.000000,23730.000000,23730.000000,0.101930,2.546312,3.729477,2.546318,3.874583,301.286007,300.000000,None,8,70083,1530
7823.887471,7823.887471,7823.887471,8047.468511,8047.468511,8048.000000,23004.000000,23004.000000,0.101209,4.625650,5.164642,4.625664,5.287886,301.249904,300.000000,None,8,73878,1378
8248.601500,8248.601500,8248.601500,8576.526632,8576.526632,8577.000000,25916.000000,25916.000000,0.108145,2.604255,3.166001,2.604274,3.309418,301.241114,300.000000,None,8,65648,892
7995.615735,7995.615735,7995.615735,8191.254769,8191.254769,8192.000000,26636.000000,26636.000000,0.099033,2.664805,3.215085,2.664821,3.341402,301.876810,300.000000,None,8,67487,1012
8040.855029,8040.855029,8040.855029,8506.651881,8506.651881,8507.000000,23572.000000,23572.000000,0.107671,2.953596,3.359830,2.953614,3.751732,301.606330,300.000000,None,8,72776,1062
7689.519500,7689.519500,7689.519500,7925.545969,7925.545969,7926.000000,23891.000000,16823.000000,0.100856,2.703743,3.913019,2.703755,4.024525,301.247605,300.000000,None,8,66099,946
7987.219265,7987.219265,7987.219265,8311.337142,8311.337142,8312.000000,24531.000000,16925.000000,0.110697,2.897910,3.492202,2.897923,217.212264,301.638462,300.000000,None,8,60418,1074
8486.976059,8486.976059,8486.976059,8701.756894,8701.756894,8702.000000,21852.000000,21852.000000,0.094333,4.709460,5.287454,4.709479,5.462449,301.768034,300.000000,None,8,66755,979
7515.271029,7515.271029,7515.271029,7516.785049,7516.785049,7517.000000,23730.000000,22256.000000,0.101613,2.643163,3.831711,2.643181,3.976615,301.227779,300.000000,None,8,57824,1870
11240.017382,11240.017382,11240.017382,11330.163414,11330.163414,11331.000000,22415.000000,22415.000000,0.110539,5.249774,5.732623,5.249794,5.842322,301.263247,300.000000,None,8,67043,1444
7615.363588,7615.363588,7615.363588,7748.377663,7748.377663,7749.000000,23557.000000,16984.000000,0.103443,2.581875,3.118345,2.581894,3.202191,302.204154,300.000000,None,8,64446,1788
8490.064206,8490.064206,8490.064206,8635.624206,8635.624206,8636.000000,23730.000000,23730.000000,0.101659,2.641888,3.120515,2.641900,3.465199,302.337279,300.000000,None,8,87334,1360
8451.077147,8451.077147,8451.077147,8989.227531,8989.227531,8990.000000,28250.000000,28250.000000,0.102196,2.552986,3.636619,2.553010,3.717715,302.059845,300.000000,None,8,75132,913
7515.271029,7515.271029,7515.271029,7516.785049,7516.785049,7517.000000,23730.000000,17363.000000,0.108649,2.521635,3.701167,2.521653,49.327069,301.771110,300.000000,None,8,80140,1144
9923.431206,9923.431206,9923.431206,11640.182687,11640.182687,11641.000000,28918.000000,18857.000000,0.095159,4.546351,5.208209,4.546369,72.016760,301.360190,300.000000,None,8,73856,885
7958.259265,7958.259265,7958.259265,8116.440465,8116.440465,8117.000000,25070.000000,17887.000000,0.105560,2.859267,3.412753,2.859281,3.544068,301.282125,300.000000,None,8,80404,1053
7515.271029,7515.271029,7515.271029,7516.785049,7516.785049,7517.000000,23730.000000,14314.000000,0.098466,2.741057,3.925973,2.741071,74.662877,301.344943,300.000000,None,8,78095,2910
7869.889029,7869.889029,7869.889029,8103.382885,8103.382885,8104.000000,23303.000000,16727.000000,0.103719,4.288707,6.151020,4.288722,6.256162,301.322481,300.000000,None,8,63663,1222
8577.600647,8577.600647,8577.600647,9581.370112,9581.370112,9582.000000,26707.000000,22745.000000,0.096235,4.140556,4.812361,4.140569,85.442353,301.329675,300.000000,None,8,60508,1397
8247.009441,8247.009441,8247.009441,8602.119042,8602.119042,8603.000000,26974.000000,26974.000000,0.101869,4.326666,5.519470,4.326684,5.612815,301.328891,300.000000,None,8,67982,1344
7520.150765,7520.150765,7520.150765,7520.150765,7520.150765,7521.000000,23408.000000,13057.000000,0.100695,2.912484,3.194092,2.912502,130.512541,301.303988,300.000000,None,8,65103,752
8022.659441,8022.659441,8022.659441,8359.123321,8359.123321,8360.000000,24581.000000,24581.000000,0.100273,4.807915,5.338313,4.807934,5.424826,301.264438,300.000000,None,8,60824,1707
8373.621588,8373.621588,8373.621588,8847.497543,8847.497543,8848.000000,25677.000000,16268.000000,0.106432,2.655465,3.186932,2.655483,3.315089,302.087824,300.000000,None,8,75734,993
7805.293735,7805.293735,7805.293735,8010.005578,8010.005578,8011.000000,24426.000000,16812.000000,0.100909,2.746618,3.296252,2.746638,3.332364,301.915211,300.000000,None,8,93420,1748
8563.132206,8563.132206,8563.132206,9967.952379,9967.952379,9968.000000,25932.000000,19520.000000,0.106517,2.804728,3.227320,2.804746,3.497732,301.586155,300.000000,None,8,72898,1006
7987.297471,7987.297471,7987.297471,8346.979588,8346.979588,8347.000000,24540.000000,24540.000000,0.101650,2.705726,3.115194,2.705740,3.288398,301.397543,300.000000,None,8,65272,993
7714.904853,7714.904853,7714.904853,8014.492572,8014.492572,8015.000000,22539.000000,15703.000000,0.103103,4.408319,4.991689,4.408327,5.145386,301.354509,300.000000,None,8,60192,1197
7639.798029,7639.798029,7639.798029,7641.868454,7641.868454,7642.000000,24026.000000,24026.000000,0.110938,2.692521,3.860995,2.692535,4.108845,301.288826,300.000000,None,8,74936,1084
7721.269735,7721.269735,7721.269735,7976.595782,7976.595782,7977.000000,23408.000000,15054.000000,0.103863,4.599118,5.109884,4.599134,58.988806,301.246906,300.000000,None,8,72066,2337
7822.958971,7822.958971,7822.958971,8499.507952,8499.507952,8500.000000,25515.000000,18720.000000,0.103369,2.409930,2.940255,2.409943,3.165273,301.278167,300.000000,None,8,49787,1517
7931.705382,7931.705382,7931.705382,8440.517485,8440.517485,8441.000000,24153.000000,18412.000000,0.091124,4.456896,5.650490,4.456915,5.799188,301.367625,300.000000,None,8,71214,1058
7721.741735,7721.741735,7721.741735,7859.516148,7859.516148,7860.000000,24195.000000,16924.000000,0.105447,4.186274,5.539512,4.186295,147.523538,301.809725,300.000000,None,8,63779,982
7781.704206,7781.704206,7781.704206,8346.894029,8346.894029,8347.000000,24231.000000,24231.000000,0.104475,2.674458,3.018587,2.674477,3.157053,301.248130,300.000000,None,8,67708,921
8811.645500,8811.645500,8811.645500,10181.205429,10181.205429,10182.000000,25605.000000,23766.000000,0.102088,2.555221,3.197280,2.555230,3.398711,301.368736,300.000000,None,8,61576,1074
7565.857971,7565.857971,7565.857971,7689.631857,7689.631857,7690.000000,20696.000000,20696.000000,0.101180,4.217853,4.761102,4.217864,4.882480,301.313892,300.000000,None,8,67518,998
