lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
4.891112,6.120367,5.913879,45.042252,45.042252,47.012296,69.000000,69.000000,3.555769,5.883368,6.517246,5.883381,6.542774,308.909102,300.000000,New Disjunction,16,45937,20241
4.891112,6.120367,5.913879,48.176246,48.189843,50.231668,69.000000,69.000000,0.358822,2.477575,3.249197,2.477587,3.277378,305.870653,300.000000,Farkas,16,62260,18256
4.891112,6.120367,5.913879,48.011449,48.011449,50.305768,69.000000,69.000000,0.362752,2.873699,3.416024,2.873706,3.440230,305.466320,300.000000,Farkas,16,79600,19993
-1125.879305,-1125.393244,-1125.393244,-1077.652359,-1077.652359,-1076.031331,-1062.000000,-1062.000000,0.347888,2.917158,3.562835,2.917171,3.586894,304.292100,300.000000,Farkas,16,69544,19826
4.891112,6.120367,5.913879,47.209551,47.218937,49.195274,69.000000,69.000000,0.357978,2.768450,3.380367,2.768457,3.403908,303.051875,300.000000,Farkas,16,71280,19235
4.890784,6.120039,5.913551,47.810281,47.810281,49.473317,68.000000,68.000000,0.360998,3.679698,4.608334,3.679706,4.631403,303.476131,300.000000,Farkas,16,58229,18282
-1560.053132,-1559.306658,-1559.539282,-1516.661627,-1516.661627,-1513.631005,-1497.000000,-1497.000000,0.345055,2.766872,3.236206,2.766883,3.266959,303.398263,300.000000,Farkas,16,38275,19071
-1126.250902,-1125.764841,-1125.764841,-1078.733358,-1078.733358,-1076.732089,-1061.000000,-1061.000000,0.342216,3.065753,3.531689,3.065768,3.557643,302.812813,300.000000,Farkas,16,46477,18255
-1561.081010,-1560.334536,-1560.567160,-1517.045527,-1517.045527,-1514.379494,-1496.000000,-1496.000000,0.353282,2.590532,3.185924,2.590541,3.203821,303.886602,300.000000,Farkas,16,57448,20257
-1561.081010,-1560.334536,-1560.567160,-1516.704625,-1516.704625,-1515.125024,-1495.000000,-1496.000000,0.350928,2.916944,3.531035,2.916958,3.558846,304.037929,300.000000,Farkas,16,72285,19537
-1561.053132,-1560.306658,-1560.539282,-1516.802641,-1516.802641,-1514.695189,-1499.000000,-1499.000000,0.347348,2.902575,3.319552,2.902590,3.352440,303.073321,300.000000,Farkas,16,52718,17572
-1832.486061,-1831.739587,-1831.972211,-1789.600498,-1789.600498,-1786.875765,-1768.000000,-1768.000000,0.349352,3.431903,3.894573,3.431914,3.923611,303.666376,300.000000,Farkas,16,49582,19132
-1666.053132,-1665.306658,-1665.539282,-1622.719808,-1622.719808,-1619.815024,-1603.000000,-1604.000000,0.353557,2.652031,3.346691,2.652046,3.366548,303.715626,300.000000,Farkas,16,66089,19948
