lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
4.891112,5.405051,5.405051,45.042252,45.042252,47.012296,69.000000,69.000000,0.871434,3.195701,3.829064,3.195709,3.854459,303.794490,300.000000,New Disjunction,4,44535,20312
4.389510,4.836093,4.624884,44.725753,44.725753,46.930454,70.000000,70.000000,0.115060,3.179028,3.824692,3.179040,3.855740,303.035466,300.000000,Farkas,4,89258,16813
3.471579,3.471579,3.471579,43.969739,43.989477,45.561055,71.000000,71.000000,0.114025,3.189954,4.016790,3.189964,4.077792,301.797087,300.000000,Farkas,4,74483,15391
3.989857,4.148545,4.028680,45.157748,45.157881,47.757653,68.000000,68.000000,0.119888,4.273941,4.918704,4.273950,4.951300,302.609440,300.000000,Farkas,4,83563,15796
4.340109,4.356191,4.346081,46.655977,46.704743,48.315340,70.000000,70.000000,0.112515,2.386867,3.165562,2.386876,3.207950,302.247720,300.000000,Farkas,4,54213,14838
4.304308,4.560293,4.546408,45.193972,45.193972,47.448867,71.000000,71.000000,0.119875,2.932725,4.035297,2.932738,4.089280,302.038914,300.000000,Farkas,4,69894,16786
4.754212,5.081961,5.018317,44.009702,44.010721,46.665707,72.000000,71.000000,0.119149,4.345772,5.015316,4.345784,5.405647,301.985497,300.000000,Farkas,4,88517,15086
4.892907,5.406861,5.406909,46.757039,46.757039,48.472985,72.000000,72.000000,0.115761,2.817412,3.513609,2.817426,3.543392,302.921980,300.000000,Farkas,4,94772,17968
4.546210,4.856666,4.744460,46.974227,46.974426,48.529884,71.000000,71.000000,0.115296,3.192503,3.781834,3.192516,3.812015,302.397554,300.000000,Farkas,4,62223,16149
3.519910,3.734710,3.723053,44.146720,44.146720,46.486461,71.000000,71.000000,0.120194,3.677681,4.272192,3.677693,4.312181,302.803157,300.000000,Farkas,4,108104,16394
