lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
183975.539693,186459.009372,185508.311955,186706.270439,188182.000000,188182.000000,188182.000000,15.247566,18.710904,19.645543,18.710902,19.905350,32.459207,300.000000,New,16,10179,400
17835.080273,17918.116667,17835.080273,17918.116667,17918.116667,17918.116667,17918.116667,0.078176,0.429937,0.437155,0.429944,0.429939,0.439836,300.000000,New,16,0,0
13074.507887,13469.730149,13074.507887,13074.507887,13469.730149,13469.730149,13469.730149,0.065795,0.669719,0.686222,0.669723,0.691452,0.698291,300.000000,New,16,14,2
0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,12365.124259,0.000000,12365.124259,0.000000,12365.124259,0.014857,0.000000,0.000000,0.048138,0.000000,0.050745,300.000000,New,16,0,0
34793.563961,37085.270833,34793.563961,36938.156601,37085.270833,37085.270833,37085.270833,0.666151,1.541761,1.850872,1.541777,1.866166,2.150874,300.000000,New,16,146,6
28199.129965,35940.205556,28199.129965,33006.429914,35940.205556,35940.205556,35940.205556,0.328279,1.649468,1.823804,1.649474,1.858034,2.229437,300.000000,New,16,419,12
33669.582011,34630.475000,33669.582011,33884.170994,34630.475000,34630.475000,34630.475000,0.188596,0.558124,0.594133,0.558139,0.605798,0.700853,300.000000,New,16,80,6
0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,9462.757031,0.000000,9462.757031,0.000000,9462.757031,0.019044,0.000000,0.000000,0.051985,0.000000,0.054586,300.000000,New,16,0,0
20879.812971,21233.441667,20879.812971,21092.989588,21233.441667,21233.441667,21233.441667,0.318419,0.762311,0.793380,0.762326,0.762325,0.806529,300.000000,New,16,21,0
31971.709926,32710.500000,31971.709926,32023.485378,32710.500000,32710.500000,32710.500000,0.116091,0.693214,0.731682,0.693228,0.740421,0.749621,300.000000,New,16,25,2
33337.887152,36439.362907,35490.710427,35927.810282,36579.197222,36579.197222,36579.197222,38.194624,38.893930,39.193453,38.893945,39.252234,40.033144,300.000000,New,16,865,6
