lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
94.216250,94.216250,94.216250,102.882545,105.441244,115.000000,111.000000,0.046194,0.535136,2.070150,0.535142,2.144283,303.282461,300.000000,None,4,172126,18323
94.216250,94.216250,94.216250,102.900601,105.208692,115.000000,110.000000,0.048388,0.510139,1.948277,0.510145,2.009275,302.776512,300.000000,None,4,162258,16934
94.216250,94.216250,94.216250,103.194485,105.455908,114.000000,107.000000,0.051735,0.576313,2.382381,0.576319,220.657214,301.806330,300.000000,None,4,169304,16939
94.216250,94.216250,94.216250,101.319665,105.090319,112.000000,108.000000,0.049159,1.097100,3.144158,1.097104,3.209769,301.651208,300.000000,None,4,181370,18359
95.603788,95.603788,95.603788,104.237171,106.535250,112.000000,108.000000,0.039182,1.280537,3.091033,1.280540,15.705747,301.769960,300.000000,None,4,213473,16340
94.216250,94.216250,94.216250,102.795308,105.673282,115.000000,107.000000,0.037657,0.546832,2.098100,0.546838,2.161024,301.967587,300.000000,None,4,174485,19908
93.250000,93.250000,93.250000,100.359705,103.707540,110.000000,107.000000,0.042603,0.567781,1.554372,0.567782,3.331753,301.549769,300.000000,None,4,162386,19410
94.780000,94.780000,94.780000,102.700338,104.828190,117.000000,109.000000,0.047761,1.352515,3.279068,1.352529,6.878986,303.754297,300.000000,None,4,155661,16842
94.658750,94.658750,94.658750,102.828413,105.136611,115.000000,109.000000,0.041663,0.593761,2.752231,0.593765,2.788887,302.080899,300.000000,None,4,168143,18277
95.192917,95.192917,95.192917,103.447213,105.462923,113.000000,107.000000,0.047983,0.582184,2.347448,0.582198,2.401289,301.357753,300.000000,None,4,200935,16355
95.065000,95.065000,95.065000,102.322287,104.704291,117.000000,111.000000,0.049016,0.623082,2.514871,0.623087,2.555623,301.865205,300.000000,None,4,158142,15910
