lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
20.570922,22.537880,22.537880,25.012028,34.000000,34.000000,34.000000,1.331518,1.667757,2.028996,1.667661,2.039032,2.617540,300.000000,New,4,1960,140
20.570922,22.537880,22.537880,25.019481,34.000000,34.000000,34.000000,0.023589,0.438106,0.799676,0.438111,0.809666,1.422299,300.000000,Farkas,4,2124,136
20.570922,22.537880,22.537880,25.321621,34.000000,34.000000,34.000000,0.021921,0.364088,0.762782,0.364102,0.769966,1.621725,300.000000,Farkas,4,2677,196
20.570922,22.537880,22.537880,25.031592,34.000000,34.000000,34.000000,0.017664,0.357090,0.746654,0.357104,0.752901,1.366629,300.000000,Farkas,4,1989,152
20.570922,22.537880,22.537880,25.576541,34.000000,34.000000,34.000000,0.016428,0.312437,0.683417,0.312453,0.689413,1.324268,300.000000,Farkas,4,2100,142
20.032382,21.917689,21.618982,24.375585,34.000000,34.000000,34.000000,0.022746,0.182633,0.559425,0.182636,0.565516,1.259964,300.000000,Farkas,4,2242,184
20.570922,22.537880,22.537880,24.795342,34.000000,34.000000,34.000000,0.017677,0.300849,0.664734,0.300864,0.671259,1.318735,300.000000,Farkas,4,2008,132
20.570922,22.537880,22.537880,24.992715,34.000000,34.000000,34.000000,0.016713,0.351875,0.739692,0.351888,0.746311,1.461780,300.000000,Farkas,4,2408,176
20.296192,22.398376,21.903355,25.173483,30.000000,30.000000,30.000000,0.017903,0.155082,0.540822,0.155094,0.547950,0.709976,300.000000,Farkas,4,1068,26
20.570922,22.537880,22.537880,25.053523,34.000000,34.000000,34.000000,0.017604,0.233115,0.592408,0.233125,0.598589,1.282193,300.000000,Farkas,4,2152,142
20.570922,22.537880,22.501552,24.837021,34.000000,34.000000,34.000000,0.018165,0.207690,0.580591,0.207703,0.586806,1.225385,300.000000,Farkas,4,2133,158
