lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
3320.771000,3939.428000,3891.698182,8243.518985,8719.070702,12043.000000,12043.000000,2.296923,4.166941,9.668903,4.166954,10.034885,304.781446,300.000000,New,4,144086,12591
2953.949865,3062.460340,2989.671920,6344.725264,7075.337555,8822.375000,8822.375000,0.077488,1.006481,7.267555,1.006488,7.442034,303.093510,300.000000,Farkas,4,226911,17423
3159.237506,3509.023626,3501.443916,7997.192966,8630.035817,12514.916667,12514.916667,0.073424,1.774428,5.560981,1.774430,5.826482,302.815540,300.000000,Farkas,4,174850,14440
2790.649138,3166.844965,2969.291592,7659.482730,8190.822769,11676.000000,11676.000000,0.086635,1.058278,4.669047,1.058282,4.879758,302.855830,300.000000,Farkas,4,177396,14362
2454.203196,2922.984054,2563.480543,6711.903619,7326.147649,9278.666667,9278.666667,0.093725,0.852504,7.326263,0.852509,7.600000,302.973333,300.000000,Farkas,4,169024,14689
2958.896633,3085.882701,3081.185441,7277.564498,7899.349694,11170.500000,11170.500000,0.074802,1.791975,4.745409,1.791978,4.927872,303.258497,300.000000,Farkas,4,176566,17969
2295.169671,2717.193780,2340.290601,6568.267565,7188.569018,8637.015152,8637.015152,0.080589,1.170626,9.036956,1.170628,9.301832,303.571375,300.000000,Farkas,4,183772,20374
2358.178333,2430.450229,2383.709018,4351.306353,5491.477350,5846.458333,5846.458333,0.078528,1.810908,4.668899,1.810916,4.752685,303.662957,300.000000,Farkas,4,246116,26798
2269.366934,2468.360478,2342.776270,5387.762530,6256.457929,7580.500000,6990.500000,0.079104,1.131952,10.140890,1.131953,66.990059,303.224961,300.000000,Farkas,4,190475,18234
1864.618255,2138.759605,1864.618255,5146.309749,5888.458333,6030.958333,5888.458333,0.100100,1.229975,10.241311,1.229977,19.326707,66.710796,300.000000,Farkas,4,51122,4114
2252.338117,2261.913876,2261.913876,5203.652872,6016.898661,6979.755208,6979.755208,0.078803,1.539961,10.995959,1.539964,11.137133,303.597917,300.000000,Farkas,4,192201,20776
