lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
10482.795280,10573.334266,10550.536062,10550.536062,10952.971337,12912.475382,12830.371258,1.901649,2.949494,2.989525,2.949497,301.901958,305.497760,300.000000,New,4,234336,36673
20607.031371,20671.957159,20642.887453,20642.887453,21057.805100,23175.021591,22809.468011,0.060380,0.569259,0.607471,0.569274,165.085940,304.402776,300.000000,Farkas,4,236343,36768
10482.897304,10573.440409,10550.633253,10550.633253,10952.937498,12911.475382,12831.371258,0.060225,1.112238,1.152491,1.112240,302.272975,304.470563,300.000000,Farkas,4,234956,36726
10482.695206,10573.230598,10550.431065,10550.431065,10953.688223,12912.475382,12233.099984,0.071558,1.136817,1.177233,1.136820,1.187319,304.300767,300.000000,Farkas,4,237056,36947
10482.708215,10573.256383,10550.451290,10550.451290,10952.472335,12912.475382,12232.099984,0.062543,1.138342,1.178621,1.138347,54.116121,304.579533,300.000000,Farkas,4,244774,38113
10482.765457,10573.313448,10550.503579,10550.503579,10952.594651,12912.475382,12830.371258,0.060087,1.134550,1.174985,1.134558,301.052502,304.262986,300.000000,Farkas,4,236159,36918
10482.695206,10573.230598,10550.431065,10550.431065,10953.688223,12912.475382,12233.099984,0.061668,1.136245,1.176533,1.136248,1.186597,304.404253,300.000000,Farkas,4,236999,36941
10483.084431,10573.631004,10550.813166,10550.813166,10952.784445,12914.438691,12830.371258,0.061623,1.083417,1.123752,1.083420,299.975574,304.291484,300.000000,Farkas,4,234107,36789
10482.646641,10573.185633,10550.385560,10550.385560,10953.647408,12911.475382,12848.106665,0.061005,1.104492,1.144686,1.104497,1.154730,304.249023,300.000000,Farkas,4,234393,36387
10482.943633,10573.490522,10550.673855,10550.673855,10953.015891,12913.475382,12830.371258,0.070684,1.079502,1.119861,1.079504,301.691676,304.091402,300.000000,Farkas,4,234053,36581
10482.825104,10573.355083,10550.557564,10550.557564,10941.574829,12912.475382,12167.357604,0.062302,1.102571,1.142888,1.102573,169.838033,304.762617,300.000000,Farkas,4,246625,38881
