lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
3320.771000,3320.771000,3320.771000,8491.052933,9016.913292,12043.000000,12043.000000,0.008114,1.879847,7.367781,1.879853,7.789375,302.599798,300.000000,None,64,151311,12862
3176.800000,3176.800000,3176.800000,8227.181392,8738.667574,12426.000000,12426.000000,0.006572,1.695419,7.089262,1.695431,7.440269,301.780008,300.000000,None,64,153872,14518
3107.079000,3107.079000,3107.079000,8239.510456,8917.335784,11949.000000,11949.000000,0.012458,1.618727,7.034628,1.618732,7.407506,301.974483,300.000000,None,64,165987,16574
3281.130000,3281.130000,3281.130000,8096.110242,8718.850965,12162.000000,12162.000000,0.006129,1.852787,7.460719,1.852798,7.877336,301.323132,300.000000,None,64,144171,12736
3380.887000,3380.887000,3380.887000,8464.113127,9012.100237,12196.000000,12196.000000,0.008700,0.961379,6.278932,0.961384,6.704058,301.390980,300.000000,None,64,157267,14502
3114.256000,3114.256000,3114.256000,7996.297864,8583.043398,12496.000000,12496.000000,0.012310,1.099046,6.524458,1.099053,6.859766,301.469748,300.000000,None,64,133801,12634
2669.044000,2669.044000,2669.044000,7737.388981,8419.598113,11987.000000,11987.000000,0.012251,2.666492,7.430557,2.666496,7.825631,301.925854,300.000000,None,64,160474,16197
3151.783000,3151.783000,3151.783000,8351.513317,8865.580664,12499.000000,12499.000000,0.012163,1.775446,6.913478,1.775451,7.293480,301.893702,300.000000,None,64,155916,14736
3122.896000,3122.896000,3122.896000,7876.736500,8591.898117,11832.000000,11832.000000,0.011532,2.158509,7.377543,2.158514,7.727838,301.626275,300.000000,None,64,146865,14828
2977.595000,2977.595000,2977.595000,8363.832125,8806.198679,12427.000000,12427.000000,0.009281,1.551891,7.047146,1.551897,7.389790,301.665853,300.000000,None,64,143940,13694
2821.422000,2821.422000,2821.422000,7688.346541,8268.838191,12513.000000,12513.000000,0.009957,1.756754,7.136363,1.756761,7.451732,301.715128,300.000000,None,64,147860,14540
