lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
3320.771000,3320.771000,3320.771000,8491.052933,9016.838239,12043.000000,12043.000000,0.008452,1.874975,7.363540,1.874984,7.785751,302.474823,300.000000,None,64,151109,12856
2265.762014,2265.762014,2265.762014,5171.901257,5728.222727,6022.790404,5728.222727,0.016058,1.353048,9.330241,1.353053,9.772044,35.275588,300.000000,None,64,26773,2606
1715.943843,1715.943843,1715.943843,3418.445253,3913.300909,3913.300909,3913.300909,0.016959,0.377737,2.558690,0.377740,2.622977,5.336406,300.000000,None,64,3629,158
2211.160139,2211.160139,2211.160139,4412.463971,5305.138889,5305.138889,5305.138889,0.013365,1.410454,9.758978,1.410460,9.888918,71.508870,300.000000,None,64,55770,5934
1740.554837,1740.554837,1740.554837,2532.133241,3378.094936,3378.094936,3378.094936,0.019316,0.595238,2.543381,0.595243,2.576960,5.608724,300.000000,None,64,3248,340
1562.526736,1562.526736,1562.526736,3188.602493,3528.373077,3528.373077,3528.373077,0.016309,0.858343,3.577366,0.858351,3.650582,6.456284,300.000000,None,64,3796,148
1583.995065,1583.995065,1583.995065,2942.351977,3923.250000,4005.976592,3923.250000,0.015253,0.935360,3.426296,0.935365,19.513995,30.874983,300.000000,None,64,24288,2538
1790.101399,1790.101399,1790.101399,3421.045557,4184.142857,4184.142857,4184.142857,0.013433,0.603602,2.899279,0.603606,2.950323,7.216662,300.000000,None,64,5098,222
1965.557138,1965.557138,1965.557138,4776.919100,5160.254167,5185.638211,5160.254167,0.016568,0.859254,7.878594,0.859260,7.964139,14.574145,300.000000,None,64,7401,538
1948.733096,1948.733096,1948.733096,4004.862875,5105.253165,5433.334815,5105.253165,0.015008,0.840645,3.630903,0.840648,5.472468,168.845774,300.000000,None,64,124142,16102
1128.072447,1128.072447,1128.072447,2292.257501,2394.622222,2394.622222,2394.622222,0.013514,0.565731,1.681361,0.565738,1.701795,2.416345,300.000000,None,64,999,34
