instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound
0,None,16,0.012000,0.012000,0.012000,0.090487,0.336528,0.336528,0.000003,0.122508,34.449405,34.449531,10772,277509,803.110000,0,0,0,GUROBI,1
1,None,16,0.011902,0.011902,0.011902,0.052557,0.294879,0.294879,0.000003,0.138936,0.258936,32.100031,10202,304243,803.110000,0,0,0,GUROBI,1
2,None,16,0.010945,0.010945,0.010945,0.050152,0.283275,0.283275,0.000002,0.199972,33.985026,33.985137,10926,262850,803.110000,0,0,0,GUROBI,1
3,None,16,0.011313,0.011313,0.011313,0.033454,0.324259,0.324259,0.000002,0.158818,123.606637,123.606791,38686,1065207,803.110000,0,0,0,GUROBI,1
4,None,16,0.010371,0.010371,0.010371,0.052516,0.247386,0.247386,0.000004,0.203531,17.786225,32.795131,16740,364477,803.110000,0,0,0,GUROBI,1
5,None,16,0.010836,0.010836,0.010836,0.042930,0.277371,0.277371,0.000003,0.207340,51.300666,51.300784,16338,447114,803.110000,0,0,0,GUROBI,1
6,None,16,0.011218,0.011218,0.011218,0.049496,0.290718,0.290728,0.000004,0.167950,37.246144,37.615882,11507,287125,803.110000,0,0,0,GUROBI,1
7,None,16,0.010536,0.010536,0.010536,0.049251,0.301616,0.301641,0.000003,0.174612,32.822042,40.964920,12435,331289,803.110000,0,0,0,GUROBI,1
8,None,16,0.011974,0.011974,0.011974,0.148684,0.319850,0.319852,0.000004,0.307042,10.289604,10.289715,4869,91994,803.110000,0,0,0,GUROBI,1
9,None,16,0.010585,0.010585,0.010585,0.067801,0.257707,0.257707,0.000004,0.194595,12.992684,25.143432,11373,266983,803.110000,0,0,0,GUROBI,1
10,None,16,0.010618,0.010618,0.010618,0.054144,0.279258,0.279258,0.000002,0.172475,0.335019,48.919593,15003,383450,803.110000,0,0,0,GUROBI,1
