instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound
0,New,4,17.142857,17.160000,17.153101,17.600000,20.000000,20.000000,993.371248,994.648416,999.186159,1001.164921,645,37152,3600.000000,4,120,120,GUROBI,1
1,Old,4,17.125000,17.140000,17.139577,17.484059,19.875000,19.875000,36.921835,40.208397,1512.833632,1512.833867,239901,9049115,3600.000000,4,120,0,GUROBI,1
2,Old,4,17.157895,17.177184,17.176688,17.280154,20.000000,20.000000,61.493795,64.207469,90.918401,3063.496238,502174,19678211,3600.000000,4,118,0,GUROBI,1
3,Old,4,17.125000,17.140000,17.140000,17.509263,19.875000,19.875000,49.358719,51.321541,71.560590,1332.279579,208210,7840293,3600.000000,4,120,0,GUROBI,1
4,Old,4,17.140625,17.154776,17.154270,17.281462,19.937500,19.937500,31.667614,34.726444,45.167094,2467.538864,402729,14626997,3600.000000,4,119,0,GUROBI,1
5,Old,4,17.156250,17.173358,17.173358,17.534710,20.000000,20.000000,63.233562,66.208875,84.673325,1641.917643,335150,12502054,3600.000000,4,118,0,GUROBI,1
