instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound
0,New,4,27467.257235,28666.557950,28666.557950,34787.164368,37648.000000,39720.000000,7.892993,8.292541,257.594175,300.002173,48413,1668229,300.000000,4,17,45,GUROBI,1
1,Farkas,4,28446.038222,29143.580794,29027.025104,35099.090276,38312.000000,40624.000000,0.127895,0.478150,270.168661,300.001253,40265,1612648,300.000000,4,17,0,GUROBI,1
2,Farkas,4,28101.913398,28872.187059,28614.173969,33715.161594,37708.000000,37708.000000,0.127980,0.591362,73.733748,106.406412,27388,812856,300.000000,4,17,0,GUROBI,1
3,Farkas,4,28903.632415,30054.575704,29841.483477,36724.068795,39532.000000,41724.000000,0.113199,0.475259,251.792215,300.001175,40074,1594879,300.000000,4,17,0,GUROBI,1
4,Farkas,4,29653.847632,30260.447994,30256.485869,36087.801557,38880.000000,38880.000000,0.119367,0.574241,216.953471,220.251881,31604,1164286,300.000000,4,17,0,GUROBI,1
5,Farkas,4,26205.256519,26863.637242,26718.232194,31018.753410,33840.000000,33840.000000,0.160368,0.489038,16.403164,19.920782,6253,142017,300.000000,4,17,0,GUROBI,1
6,Farkas,4,29482.265746,30489.148301,30338.471930,36721.542351,39824.000000,40896.000000,0.122187,0.554950,196.839822,300.001208,39316,1720805,300.000000,4,17,0,GUROBI,1
7,Farkas,4,18989.585667,19119.871832,18989.585667,21361.232447,24216.000000,24216.000000,0.225345,0.604993,17.355775,17.906918,8238,135162,300.000000,4,17,0,GUROBI,1
8,Farkas,4,27781.141340,28745.088707,28189.239970,35572.943813,38708.000000,40180.000000,0.130246,0.568708,262.197280,300.001182,35756,1587680,300.000000,4,17,0,GUROBI,1
9,Farkas,4,28326.920532,28918.240149,28870.571023,34737.661601,38056.000000,39516.000000,0.129746,0.526089,249.453175,300.001611,44617,1693299,300.000000,4,17,0,GUROBI,1
10,Farkas,4,24965.771029,25195.875258,25138.245714,30538.365527,34596.000000,34780.000000,0.138048,0.597333,235.776229,300.001311,47756,1655118,300.000000,4,17,0,GUROBI,1
