instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound
0,New,4,6766.249840,6767.701213,6767.699244,6768.035368,6840.281558,6840.965642,0.691366,0.735359,1548.856185,3682.631990,21184708,60476748,7200.000000,4,21,21,GUROBI,1
1,Old,4,6755.630138,6757.181278,6757.181278,6759.231939,6836.167132,6836.850777,0.106128,0.141588,1206.488059,1857.847950,11370632,33928098,7200.000000,4,19,0,GUROBI,1
2,Old,4,6767.205730,6767.526906,6767.526906,6769.834634,6840.001192,6840.685257,0.106576,0.148573,326.062743,1576.550362,9837548,29325413,7200.000000,4,19,0,GUROBI,1
3,Old,4,6770.763110,6770.864976,6770.864976,6775.817754,6848.811421,6849.496227,0.090216,0.131808,166.758550,682.496684,3222705,9455506,7200.000000,4,17,0,GUROBI,1
