lpBound,rootDualBound,dualBound,heuristicPrimalBound,primalBound,heuristicTime,rootDualBoundTime,terminationTime,maxTerminationTime,completionTime,maxCompletionTime,usePreprocessing
7830.336037,10598.019037,10599.000000,23398.000000,23398.000000,4.778081,69.583555,547.331832,600.000000,601.000000,600.000000,1
8613.954540,11658.784607,11658.784607,23148.000000,23148.000000,3.369624,11.239028,589.069529,600.000000,600.000000,600.000000,1
7997.354881,10377.301905,10377.301905,18229.000000,18099.000000,6.369072,15.438279,583.047178,600.000000,602.000000,600.000000,1
7994.054820,10594.408401,10594.408401,23925.000000,14606.000000,14.730036,44.433464,565.032110,600.000000,602.000000,600.000000,1
8158.691420,11480.809758,11480.809758,22151.000000,22151.000000,4.518398,12.147902,572.031652,600.000000,601.000000,600.000000,1
8743.310877,10687.778846,10687.778846,19097.000000,19097.000000,1.845574,6.998669,580.029703,600.000000,601.000000,600.000000,1
7629.702060,10571.694249,10571.694249,20235.000000,16294.000000,4.514468,11.636299,589.047784,600.000000,601.000000,600.000000,1
8191.992722,10322.223751,10322.223751,21470.000000,21470.000000,5.011800,30.491274,571.115177,600.000000,602.000000,600.000000,1
8552.621598,10473.115817,10474.000000,20993.000000,20348.000000,3.565177,10.383211,585.248877,600.000000,601.000000,600.000000,1
8516.852312,11715.741045,11715.741045,22785.000000,16525.000000,6.296459,24.233886,571.036346,600.000000,602.000000,600.000000,1
