lpBound,rootDualBound,dualBound,heuristicPrimalBound,primalBound,heuristicTime,rootDualBoundTime,terminationTime,maxTerminationTime,completionTime,maxCompletionTime,usePreprocessing,vpcGenerator
8492.721208,8492.721208,8505.802450,8567.000000,8567.000000,4.075282,4.410659,389.039725,395.000000,395.000000,400.000000,1,PRLP
8770.157541,8770.183516,8783.221082,8825.000000,8825.000000,3.807299,4.416948,390.028935,395.000000,396.000000,400.000000,1,PRLP
8592.100639,8592.202855,8604.378089,8648.000000,8648.000000,3.579846,4.128238,390.018288,395.000000,395.000000,400.000000,1,PRLP
8582.546299,8582.562267,8595.019165,8656.000000,8656.000000,3.581671,4.001640,389.026871,395.000000,396.000000,400.000000,1,PRLP
8479.413721,8480.344641,8487.514492,8574.000000,8574.000000,6.785962,10.551852,390.018698,395.000000,396.000000,400.000000,1,PRLP
8843.840286,8844.058460,8857.333598,8928.000000,8928.000000,3.219621,3.970683,390.034369,395.000000,395.000000,400.000000,1,PRLP
8673.523106,8674.214468,8685.811318,8751.000000,8751.000000,3.165724,4.126174,389.039351,395.000000,395.000000,400.000000,1,PRLP
8518.234561,8518.269563,8528.037396,8581.000000,8581.000000,4.273888,4.895179,388.016515,395.000000,395.000000,400.000000,1,PRLP
8512.846346,8513.883044,8524.912267,8608.000000,8595.000000,9.768516,12.320846,389.044654,395.000000,396.000000,400.000000,1,PRLP
8556.715736,8557.728330,8572.139079,8626.000000,8626.000000,3.003732,3.622174,390.018163,395.000000,395.000000,400.000000,1,PRLP
8531.177370,8531.421067,8531.421067,8628.000000,8628.000000,10.868415,13.863090,392.019958,395.000000,397.000000,400.000000,1,Farkas
8927.667894,8932.579454,8932.579454,9048.000000,9023.000000,17.394995,33.275597,392.045791,395.000000,397.000000,400.000000,1,Farkas
8338.880756,8342.571804,8342.571804,8446.000000,8446.000000,13.734377,24.095920,392.057859,395.000000,397.000000,400.000000,1,Farkas
8469.554315,8472.631143,8472.631143,8578.000000,8574.000000,12.766672,26.640126,392.111143,395.000000,397.000000,400.000000,1,Farkas
8620.966743,8621.995524,8621.995524,8713.000000,8711.000000,7.928516,12.709768,392.067007,395.000000,396.000000,400.000000,1,Farkas
8503.143011,8503.805328,8503.805328,8584.000000,8584.000000,11.404678,15.551266,391.046795,395.000000,396.000000,400.000000,1,Farkas
8739.386133,8740.420013,8740.420013,8825.000000,8825.000000,7.385123,10.690913,392.151491,395.000000,397.000000,400.000000,1,Farkas
8832.750689,8835.355273,8835.355273,8936.000000,8936.000000,10.783224,19.839931,392.012271,395.000000,397.000000,400.000000,1,Farkas
8926.238823,8926.526804,8926.526804,9022.000000,9022.000000,16.257718,18.859211,392.054067,395.000000,397.000000,400.000000,1,Farkas
8676.878733,8677.771358,8677.771358,8747.000000,8747.000000,35.170930,40.521621,392.024378,395.000000,396.000000,400.000000,1,Farkas
8814.924372,8816.074229,8816.074229,8906.000000,8906.000000,16.286955,19.595578,391.110851,395.000000,396.000000,400.000000,1,Farkas
8776.877919,8779.462292,8779.462292,8924.000000,8843.000000,6.577713,19.417675,392.040578,395.000000,397.000000,400.000000,1,Farkas
8631.872606,8632.099810,8632.099810,8703.000000,8703.000000,20.755960,23.834189,392.093152,395.000000,396.000000,400.000000,1,Farkas
8837.691737,8838.794354,8838.794354,8925.000000,8925.000000,6.789888,12.227043,392.035740,395.000000,397.000000,400.000000,1,Farkas
8697.152381,8700.659278,8700.659278,8809.000000,8796.000000,6.806521,19.597171,392.008445,395.000000,396.000000,400.000000,1,Farkas
8522.389109,8522.462661,8522.462661,8607.000000,8607.000000,12.450290,14.346481,392.045626,395.000000,397.000000,400.000000,1,Farkas
8823.818268,8826.868208,8826.868208,8926.000000,8926.000000,7.797778,11.298001,392.035113,395.000000,396.000000,400.000000,1,Farkas
8784.719602,8788.959944,8788.959944,8893.000000,8847.000000,17.042682,27.447937,392.020447,395.000000,397.000000,400.000000,1,Farkas
8927.416969,8932.253032,8932.253032,9036.000000,9036.000000,12.945535,27.231801,392.052209,395.000000,396.000000,400.000000,1,Farkas
8403.729866,8407.270739,8407.270739,8500.000000,8500.000000,12.815536,26.755577,392.027928,395.000000,397.000000,400.000000,1,Farkas
8620.496411,8626.120518,8626.120518,8719.000000,8708.000000,9.281212,16.044567,392.079998,395.000000,397.000000,400.000000,1,Farkas
8871.654093,8871.980150,8871.980150,8960.000000,8960.000000,17.426665,20.476580,392.036936,395.000000,396.000000,400.000000,1,Farkas
9024.029019,9024.297450,9024.297450,9099.000000,9099.000000,6.027750,8.980264,392.031846,395.000000,397.000000,400.000000,1,Farkas
8731.599933,8731.830035,8731.830035,8811.000000,8811.000000,10.956329,14.148320,392.134599,395.000000,396.000000,400.000000,1,Farkas
8881.695772,8884.752738,8884.752738,9000.000000,9000.000000,12.457980,27.052298,392.061052,395.000000,397.000000,400.000000,1,Farkas
8953.201754,8953.254542,8953.254542,9052.000000,9052.000000,13.226767,14.839053,392.011482,395.000000,396.000000,400.000000,1,Farkas
8952.957081,8955.730401,8955.730401,9060.000000,9060.000000,8.407843,19.998457,392.012081,395.000000,397.000000,400.000000,1,Farkas
8679.706677,8682.223199,8682.223199,8776.000000,8773.000000,16.809404,19.485637,392.115552,395.000000,396.000000,400.000000,1,Farkas
8611.080805,8614.344326,8614.344326,8722.000000,8722.000000,15.899300,31.299683,392.021612,395.000000,397.000000,400.000000,1,Farkas
8722.938048,8723.059321,8723.059321,8822.000000,8822.000000,10.689500,13.532612,392.089292,395.000000,397.000000,400.000000,1,Farkas
8717.694020,8720.729809,8720.729809,8829.000000,8829.000000,8.710142,21.213592,392.026650,395.000000,396.000000,400.000000,1,Farkas
8814.496801,8818.381734,8818.381734,8929.000000,8929.000000,7.664055,23.319001,392.167907,395.000000,397.000000,400.000000,1,Farkas
8671.556685,8675.231632,8675.231632,8793.000000,8793.000000,18.331828,32.757667,392.008061,395.000000,396.000000,400.000000,1,Farkas
8656.252630,8656.505745,8656.505745,8732.000000,8732.000000,7.879284,10.355441,392.004640,395.000000,397.000000,400.000000,1,Farkas
8492.631978,8492.943912,8492.943912,8564.000000,8564.000000,8.355591,10.858358,392.105771,395.000000,396.000000,400.000000,1,Farkas
8759.630914,8760.421680,8760.421680,8862.000000,8862.000000,7.083880,12.842272,392.039148,395.000000,397.000000,400.000000,1,Farkas
8776.420371,8776.420371,8776.420371,8843.000000,8843.000000,13.400146,14.810953,393.045424,395.000000,397.000000,400.000000,1,Farkas
8804.177304,8805.416602,8805.416602,8903.000000,8900.000000,22.321320,27.374004,392.008092,395.000000,396.000000,400.000000,1,Farkas
8630.371377,8632.388773,8632.388773,8739.000000,8722.000000,12.384644,20.789396,392.132380,395.000000,397.000000,400.000000,1,Farkas
8938.588829,8939.317380,8939.317380,9042.000000,9042.000000,18.096937,23.502825,392.080462,395.000000,397.000000,400.000000,1,Farkas
