lpBound,rootDualBound,dualBound,heuristicPrimalBound,primalBound,heuristicTime,rootDualBoundTime,terminationTime,maxTerminationTime,completionTime,maxCompletionTime,usePreprocessing,vpcGenerator
-50142.457969,-50142.325368,-50142.325368,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,21.782684,28.820487,160.287688,175.000000,183.000000,180.000000,1,Farkas
-2355.240048,-2244.800291,-1632.020342,-1632.020342,-1632.020342,27.237072,28.520213,45.287275,175.000000,71.000000,180.000000,1,Farkas
-46217.121818,-46191.304871,-46191.304871,100000000000000007629769841091887003294964970946560.000000,-32636.173353,16.074073,19.384871,164.005868,175.000000,185.000000,180.000000,1,Farkas
-70611.215587,-70611.215596,-70611.215619,100000000000000007629769841091887003294964970946560.000000,-32156.089444,25.201401,37.094508,164.389276,175.000000,185.000000,180.000000,1,Farkas
-12674.886139,-12670.355048,-12670.355048,-11902.327725,-11902.327725,69.628524,73.748796,162.058971,175.000000,185.000000,180.000000,1,Farkas
-51844.648221,-51844.648221,-51844.648221,-49922.361552,-49922.361552,91.807268,93.492177,160.247513,175.000000,184.000000,180.000000,1,Farkas
-5888.554810,-5847.460667,-5847.460667,-3924.842818,-4597.513135,51.155259,53.599557,159.009505,175.000000,184.000000,180.000000,1,Farkas
-48402.819460,-48402.819460,-48402.819460,-37778.745451,-37778.745451,100.193773,101.507640,165.101350,175.000000,183.000000,180.000000,1,Farkas
-29643.640198,-29643.640198,-29643.640198,-26786.835659,-26786.835659,86.562281,90.569799,158.073592,175.000000,184.000000,180.000000,1,Farkas
-22347.647313,-22273.375337,-22273.375337,-16232.642235,-21125.198014,28.320240,34.218352,163.279947,175.000000,184.000000,180.000000,1,Farkas
-55665.334034,-55619.205667,-55619.205667,-42021.461258,-42021.461258,41.283003,46.747603,163.035009,175.000000,184.000000,180.000000,1,Farkas
-38969.221577,-38969.221577,-38969.221577,100000000000000007629769841091887003294964970946560.000000,-36998.204807,15.937952,19.252918,161.410637,175.000000,184.000000,180.000000,1,Farkas
-12499.025703,-12458.329865,-12458.329865,-7508.950933,-7508.950933,77.981338,83.670295,158.573935,175.000000,184.000000,180.000000,1,Farkas
-9582.769996,-9582.769996,-9582.769996,-7487.880862,-7749.565714,50.280408,53.178486,156.168710,175.000000,183.000000,180.000000,1,Farkas
-29275.819337,-29254.138080,-29254.138080,-28347.614646,-28347.614646,38.850743,45.919709,164.074229,175.000000,184.000000,180.000000,1,Farkas
-32539.022022,-32539.022022,-32539.022022,100000000000000007629769841091887003294964970946560.000000,-19490.960900,14.889517,17.970135,162.116796,175.000000,184.000000,180.000000,1,Farkas
-27761.883632,-27761.550056,-27713.209866,-15116.878210,-22788.132229,39.106419,44.227986,159.046208,175.000000,184.000000,180.000000,1,Farkas
-51071.650733,-51071.650714,-51071.650714,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,20.805277,26.126123,163.218392,175.000000,182.000000,180.000000,1,Farkas
-33282.915590,-33093.204865,-33093.204865,-19054.060432,-30613.319028,30.904132,35.065070,163.038629,175.000000,184.000000,180.000000,1,Farkas
-39558.390809,-39558.390803,-39558.390803,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,21.745717,25.749088,161.150139,175.000000,183.000000,180.000000,1,Farkas
-49282.082175,-49282.082156,-49282.082156,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,21.438098,25.356628,164.209927,175.000000,182.000000,180.000000,1,Farkas
-66264.357687,-66257.591483,-66257.591483,-52029.155046,-52029.155046,55.156442,60.372867,164.175104,175.000000,185.000000,180.000000,1,Farkas
-32635.148398,-32635.148398,-32635.148398,-31745.290192,-31745.290192,60.212883,67.794293,158.580461,175.000000,185.000000,180.000000,1,Farkas
