lpBound,rootDualBound,dualBound,heuristicPrimalBound,primalBound,heuristicTime,rootDualBoundTime,terminationTime,maxTerminationTime,completionTime,maxCompletionTime,usePreprocessing,vpcGenerator
10.727362,16.232059,16.232059,68.266400,68.266400,35.022577,210.665215,210.972677,295.000000,303.000000,300.000000,1,PRLP
10.378348,14.829352,14.829352,69.912060,69.912060,27.240949,207.612732,207.890748,295.000000,304.000000,300.000000,1,PRLP
10.608979,14.745046,14.745046,74.394627,74.394627,21.941137,196.561152,196.918933,295.000000,300.000000,300.000000,1,PRLP
10.842100,15.163108,15.163108,72.400272,72.400272,24.637515,194.121784,194.428260,295.000000,300.000000,300.000000,1,PRLP
9.916150,15.591871,15.591871,70.205151,70.205151,25.747302,204.113467,204.481001,295.000000,301.000000,300.000000,1,PRLP
9.984987,14.481261,14.481261,68.350151,68.350151,27.855515,192.090997,192.432423,295.000000,299.000000,300.000000,1,PRLP
10.632038,14.818937,14.818937,70.830702,70.830702,20.610992,201.122788,201.448700,295.000000,304.000000,300.000000,1,PRLP
9.999153,14.710596,14.710596,70.406759,70.406759,28.612406,185.621388,185.919973,295.000000,301.000000,300.000000,1,PRLP
10.267599,14.802418,14.802418,69.714493,69.714493,19.363877,209.604176,209.919337,295.000000,305.000000,300.000000,1,PRLP
10.436149,14.884874,14.884874,69.040273,69.040273,28.984273,198.548848,198.869024,295.000000,305.000000,300.000000,1,PRLP
9.601594,14.496374,14.496374,63.611020,63.611020,31.793931,260.492321,260.836041,295.000000,308.000000,300.000000,1,Farkas
10.494301,14.793669,14.793669,69.209777,69.209777,31.421580,259.850357,260.200334,295.000000,309.000000,300.000000,1,Farkas
10.104478,14.437337,14.437337,64.479226,64.479226,36.339003,265.695317,266.072202,295.000000,309.000000,300.000000,1,Farkas
10.296018,14.661726,14.661726,67.398391,67.398391,40.016332,258.827792,259.207175,295.000000,306.000000,300.000000,1,Farkas
9.440049,13.983309,13.983309,65.720528,65.720528,31.569315,259.046145,259.392911,295.000000,308.000000,300.000000,1,Farkas
10.280911,15.005074,15.005074,62.294427,62.294427,38.942906,262.232323,262.547832,295.000000,310.000000,300.000000,1,Farkas
9.164436,13.782546,13.782546,65.451613,65.451613,38.500640,264.338963,264.612325,295.000000,308.000000,300.000000,1,Farkas
10.589788,14.848081,14.848081,70.553156,70.553156,30.974134,255.792303,256.150499,295.000000,305.000000,300.000000,1,Farkas
10.213943,14.838125,14.838125,71.143625,71.143625,36.804120,257.997388,258.304423,295.000000,309.000000,300.000000,1,Farkas
10.005525,15.217477,15.217477,67.642912,67.642912,37.384353,259.156278,259.458658,295.000000,303.000000,300.000000,1,Farkas
10.513300,14.911831,14.911831,65.935433,65.935433,37.065286,259.178857,259.487303,295.000000,307.000000,300.000000,1,Farkas
9.892175,14.436236,14.436236,64.811433,64.811433,33.887412,261.218693,261.556618,295.000000,306.000000,300.000000,1,Farkas
9.952160,14.484018,14.484018,62.821369,62.821369,36.174780,261.283107,261.570311,295.000000,308.000000,300.000000,1,Farkas
9.834681,14.444699,14.444699,65.858070,65.858070,30.418941,258.010471,258.317438,295.000000,306.000000,300.000000,1,Farkas
9.688148,14.327564,14.327564,66.827589,66.827589,43.562053,258.136816,258.463472,295.000000,304.000000,300.000000,1,Farkas
9.980272,14.309202,14.309202,64.502649,64.502649,37.443311,258.917961,259.281432,295.000000,305.000000,300.000000,1,Farkas
10.198398,14.408697,14.408697,64.474200,64.474200,41.764944,254.918808,255.290411,295.000000,305.000000,300.000000,1,Farkas
10.332271,15.101226,15.101226,64.503375,64.503375,32.633670,260.070792,260.349203,295.000000,310.000000,300.000000,1,Farkas
10.334044,14.423634,14.423634,65.517694,65.517694,37.544282,264.425689,264.775576,295.000000,311.000000,300.000000,1,Farkas
9.810194,14.093186,14.093186,63.769887,63.769887,31.936682,259.203973,259.502899,295.000000,309.000000,300.000000,1,Farkas
10.471030,14.648391,14.648391,62.359170,62.359170,36.699322,261.558152,261.910048,295.000000,310.000000,300.000000,1,Farkas
9.732671,14.852426,14.852426,71.522123,71.522123,31.672057,264.370989,264.750098,295.000000,308.000000,300.000000,1,Farkas
9.836163,14.039000,14.039000,65.680381,65.680381,34.888327,261.336613,261.698817,295.000000,308.000000,300.000000,1,Farkas
9.684491,14.014434,14.014434,66.649438,66.649438,37.704881,258.649024,259.017448,295.000000,305.000000,300.000000,1,Farkas
9.765926,14.481912,14.481912,67.244621,67.244621,36.873490,249.607576,249.965638,295.000000,305.000000,300.000000,1,Farkas
9.614642,14.160588,14.160588,64.299423,64.299423,33.555770,261.829331,262.173203,295.000000,309.000000,300.000000,1,Farkas
9.925831,14.347187,14.347187,64.492377,64.492377,39.266875,259.084234,259.422115,295.000000,305.000000,300.000000,1,Farkas
9.703315,14.346654,14.346654,66.667260,66.667260,31.977016,255.900856,256.247231,295.000000,305.000000,300.000000,1,Farkas
10.169236,14.772961,14.772961,69.126118,69.126118,37.991203,260.798086,261.121477,295.000000,310.000000,300.000000,1,Farkas
10.006231,14.485962,14.485962,64.492377,64.492377,35.783337,256.344042,256.711204,295.000000,303.000000,300.000000,1,Farkas
10.128830,14.366346,14.366346,65.637691,65.637691,37.437072,257.296332,257.634401,295.000000,304.000000,300.000000,1,Farkas
9.758694,14.231151,14.231151,65.524276,65.524276,37.011089,257.351919,257.698224,295.000000,309.000000,300.000000,1,Farkas
9.928062,14.883318,14.883318,67.584476,67.584476,36.986149,260.982249,261.286539,295.000000,306.000000,300.000000,1,Farkas
