lpBound,rootDualBound,dualBound,heuristicPrimalBound,primalBound,heuristicTime,rootDualBoundTime,terminationTime,maxTerminationTime,completionTime,maxCompletionTime,usePreprocessing
-391.873376,-354.966183,-354.966183,-99.760000,-330.600000,7.395414,66.889705,318.009094,400.000000,402.000000,400.000000,1
-388.565691,-349.261288,-349.261288,-94.360000,-301.840000,9.300468,94.841848,315.032328,400.000000,403.000000,400.000000,1
-392.376235,-354.467749,-354.467749,-98.960000,-348.440000,7.318425,76.865667,319.074192,400.000000,401.000000,400.000000,1
-386.042232,-347.885304,-347.885304,-88.040000,-195.000000,10.266343,110.495339,307.026509,400.000000,403.000000,400.000000,1
-407.161007,-367.468677,-367.468677,-114.960000,-358.040000,7.764394,71.417561,358.055989,400.000000,402.000000,400.000000,1
-372.139700,-335.470158,-335.470158,-69.560000,-252.360000,9.038073,102.007928,302.076267,400.000000,403.000000,400.000000,1
-394.235490,-353.549560,-353.549560,-95.000000,-301.040000,9.367682,108.629380,319.050061,400.000000,402.000000,400.000000,1
-386.546203,-349.630110,-349.630110,-88.840000,-312.280000,8.765719,100.539634,312.053325,400.000000,403.000000,400.000000,1
-400.349023,-360.730447,-360.730447,-101.800000,-355.840000,11.350564,143.059412,286.087738,400.000000,403.000000,400.000000,1
-392.422070,-353.733105,-353.733105,-96.720000,-350.080000,6.963454,70.840661,316.195593,400.000000,402.000000,400.000000,1
