lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
20.570922,25.881188,25.708479,25.254803,25.797021,34.000000,34.000000,34.000000,1.514028,1.850666,2.194935,1.850604,2.200503,3.055481,300.000000,New Disjunction,16,2542,248
21.552619,26.881188,26.648481,26.063501,26.752103,35.000000,35.000000,35.000000,0.067835,0.420321,0.774843,0.420323,0.780185,1.313858,300.000000,Farkas,16,1865,144
20.529481,26.210750,25.586622,25.287654,25.927714,35.000000,35.000000,35.000000,0.065088,0.372171,0.665694,0.372180,0.673972,1.509652,300.000000,Farkas,16,2343,206
19.570922,24.512023,24.106201,24.235232,24.466654,33.000000,33.000000,33.000000,0.064196,0.317841,0.674580,0.317856,0.680984,1.386544,300.000000,Farkas,16,2210,162
19.570922,24.881188,24.708479,24.235232,24.819839,33.000000,33.000000,33.000000,0.061331,0.290007,0.646846,0.290022,0.653198,1.426196,300.000000,Farkas,16,2400,186
20.220316,25.881188,25.115127,24.473369,25.348075,34.000000,34.000000,34.000000,0.063770,0.356429,0.708808,0.356440,0.715385,1.383341,300.000000,Farkas,16,2128,172
20.670372,26.772277,26.053461,25.529813,26.212748,34.000000,34.000000,34.000000,0.063719,0.390357,0.776934,0.390370,0.785250,1.488658,300.000000,Farkas,16,2157,144
21.573782,26.881188,26.609781,26.447208,27.020526,35.000000,35.000000,35.000000,0.063314,0.407374,0.770262,0.407386,0.776796,1.651130,300.000000,Farkas,16,2564,224
21.570922,26.881188,26.609781,25.640900,26.615413,35.000000,35.000000,35.000000,0.063762,0.406542,0.707628,0.406556,0.713556,1.472659,300.000000,Farkas,16,2204,178
20.595282,25.881188,25.705763,24.918191,25.832465,34.000000,34.000000,34.000000,0.063539,0.316387,0.560660,0.316398,0.568023,1.238307,300.000000,Farkas,16,1848,188
20.570922,26.115983,25.574887,25.036275,25.688790,34.000000,35.000000,34.000000,0.066001,0.307467,0.654319,0.307483,0.659910,1.428710,300.000000,Farkas,16,2407,180
