lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
20.570922,25.881188,25.708479,25.254803,25.797021,34.000000,34.000000,34.000000,1.871321,2.209371,2.552548,2.209065,2.557909,3.415959,300.000000,New Disjunction,16,2542,248
20.432847,25.881188,25.735105,25.303046,25.986772,30.000000,30.000000,30.000000,0.584250,0.693786,0.987816,0.693789,0.996536,1.231109,300.000000,New Disjunction,16,992,38
20.581116,25.881188,25.673528,25.181884,25.859728,34.000000,34.000000,34.000000,0.576733,0.859945,1.209990,0.859959,1.215758,1.827210,300.000000,New Disjunction,16,2140,218
20.590650,25.881188,25.699895,25.299431,26.062830,34.000000,34.000000,34.000000,0.580151,0.918391,1.271287,0.918405,1.278226,1.951734,300.000000,New Disjunction,16,2002,172
20.570922,25.223466,25.086243,24.926654,25.450032,34.000000,34.000000,34.000000,0.583955,0.918409,1.240379,0.918425,1.246883,1.908468,300.000000,New Disjunction,16,2157,180
20.276001,25.881188,25.374322,24.996360,25.595188,30.000000,30.000000,30.000000,0.580883,0.766894,1.125073,0.766906,1.129569,1.413307,300.000000,New Disjunction,16,1229,50
20.580525,25.881188,25.585024,25.174865,25.963817,34.000000,34.000000,34.000000,0.599909,0.941245,1.282918,0.941260,1.290956,1.986635,300.000000,New Disjunction,16,2101,192
20.570922,25.881188,25.705480,25.257181,25.800780,34.000000,34.000000,34.000000,0.590122,0.861692,1.200254,0.861706,1.204913,1.780327,300.000000,New Disjunction,16,1844,132
20.661706,26.667633,26.514973,25.436879,26.516052,34.000000,34.000000,34.000000,0.602543,0.845163,1.201344,0.845174,1.207310,1.929996,300.000000,New Disjunction,16,2376,204
20.307934,23.607023,23.602781,24.728943,24.729299,34.000000,34.000000,34.000000,0.572391,0.973910,1.344344,0.973924,1.351953,2.105740,300.000000,New Disjunction,16,2339,170
20.570922,25.881188,25.723546,25.277758,25.809106,34.000000,34.000000,34.000000,0.579614,0.878992,1.244902,0.879004,1.250008,1.896538,300.000000,New Disjunction,16,2164,132
