lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
20.570922,25.881188,25.708479,25.254803,25.797021,34.000000,34.000000,34.000000,1.901178,2.239637,2.581847,2.239391,2.587284,3.442005,300.000000,New Disjunction,16,2542,248
20.432847,25.881188,25.659019,25.303046,26.008014,30.000000,30.000000,30.000000,0.182643,0.292467,0.585957,0.292478,0.594772,0.770418,300.000000,Old Disjunction,16,822,30
20.581116,25.881188,25.487722,25.181884,25.725856,34.000000,34.000000,34.000000,0.182981,0.465438,0.812897,0.465449,0.818702,1.406947,300.000000,Old Disjunction,16,2035,146
20.590650,25.881188,25.699895,25.299431,26.062830,34.000000,34.000000,34.000000,0.178712,0.518114,0.870431,0.518129,0.877424,1.548088,300.000000,Old Disjunction,16,1999,172
20.570922,25.223466,25.086243,24.926654,25.450032,34.000000,34.000000,34.000000,0.181670,0.517238,0.838579,0.517253,0.845157,1.505792,300.000000,Old Disjunction,16,2154,180
20.276001,25.881188,25.312470,24.996360,25.948830,30.000000,30.000000,30.000000,0.185371,0.370780,0.724441,0.370795,0.728767,0.940743,300.000000,Old Disjunction,16,1108,30
20.580525,25.881188,25.585024,25.174865,25.963817,34.000000,34.000000,34.000000,0.190118,0.532172,0.872608,0.532185,0.880593,1.555146,300.000000,Old Disjunction,16,2101,192
20.570922,25.881188,25.705480,25.257181,25.800780,34.000000,34.000000,34.000000,0.180613,0.452195,0.789314,0.452210,0.794069,1.378262,300.000000,Old Disjunction,16,1811,138
20.661706,26.019802,26.019802,25.436879,26.121764,34.000000,34.000000,34.000000,0.175220,0.417404,0.772774,0.417419,0.778670,1.487626,300.000000,Old Disjunction,16,2325,206
20.307934,24.634006,24.535380,24.728943,24.893872,34.000000,34.000000,34.000000,0.184365,0.586707,0.957519,0.586719,0.965167,1.865203,300.000000,Old Disjunction,16,2935,238
20.570922,25.881188,25.723546,25.277758,25.809106,34.000000,34.000000,34.000000,0.176185,0.476111,0.840379,0.476124,0.845496,1.483103,300.000000,Old Disjunction,16,2088,130
