lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
20.570922,20.570922,20.570922,25.254803,25.254803,34.000000,34.000000,34.000000,0.046503,1.223265,1.565944,1.223189,1.571447,2.169978,300.000000,None,256,2021,186
20.432847,20.432847,20.432847,25.303046,25.303046,30.000000,30.000000,30.000000,0.004620,0.119856,0.409722,0.119857,0.418301,0.587929,300.000000,None,256,940,36
20.581116,20.581116,20.581116,25.181884,25.181884,34.000000,34.000000,34.000000,0.001805,0.286330,0.632448,0.286343,0.638208,1.181911,300.000000,None,256,1986,182
20.590650,20.590650,20.590650,25.299431,25.299431,34.000000,34.000000,34.000000,0.001838,0.341795,0.692596,0.341807,0.699527,1.191265,300.000000,None,256,1654,106
20.570922,20.570922,20.570922,24.926654,24.926654,34.000000,34.000000,34.000000,0.001824,0.338569,0.659062,0.338583,0.665650,1.231138,300.000000,None,256,1960,162
20.276001,20.276001,20.276001,24.996360,24.996360,30.000000,30.000000,30.000000,0.001987,0.189054,0.541799,0.189066,0.546310,0.710763,300.000000,None,256,1032,32
20.580525,20.580525,20.580525,25.174865,25.174865,34.000000,34.000000,34.000000,0.001838,0.345586,0.683973,0.345598,0.691928,1.172945,300.000000,None,256,1830,138
20.570922,20.570922,20.570922,25.257181,25.257181,34.000000,34.000000,34.000000,0.001820,0.274674,0.610114,0.274688,0.614737,1.106366,300.000000,None,256,1766,160
20.661706,20.661706,20.661706,25.436879,25.436879,34.000000,34.000000,34.000000,0.001907,0.245453,0.598788,0.245464,0.604677,1.313412,300.000000,None,256,2526,240
20.307934,20.307934,20.307934,24.728943,24.728943,34.000000,34.000000,34.000000,0.001866,0.404656,0.773657,0.404668,0.781308,1.457367,300.000000,None,256,2303,196
20.570922,20.570922,20.570922,25.277758,25.277758,34.000000,34.000000,34.000000,0.001983,0.302294,0.665728,0.302306,0.670802,1.125568,300.000000,None,256,1765,130
