lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
20.570922,30.168224,29.976654,25.254803,30.031557,34.000000,34.000000,34.000000,3.720755,4.057926,4.400727,4.057821,4.406256,5.239741,300.000000,New,64,2670,222
19.927596,29.691589,19.927596,24.463707,24.463707,33.000000,33.000000,33.000000,0.290956,0.551711,0.881616,0.551715,0.886777,1.367157,300.000000,Farkas,64,1756,164
19.790794,28.891841,19.790794,23.980190,23.980190,33.000000,33.000000,33.000000,0.284895,0.679070,1.022546,0.679080,1.028570,1.574864,300.000000,Farkas,64,1850,142
20.040335,28.464983,27.910283,25.003434,27.910283,34.000000,34.000000,34.000000,0.300977,0.606231,0.968261,0.606246,0.975383,1.605782,300.000000,Farkas,64,2059,174
20.570922,30.750000,30.012300,25.581945,30.081456,34.000000,34.000000,34.000000,0.290351,0.547467,0.915448,0.547473,0.924563,1.608231,300.000000,Farkas,64,2233,164
20.867510,30.265287,30.006846,26.282419,30.077528,34.000000,34.000000,34.000000,0.287822,0.496403,0.859858,0.496414,0.867509,1.517810,300.000000,Farkas,64,2229,154
19.481154,27.813589,19.481154,24.271613,24.271613,33.000000,33.000000,33.000000,0.286230,0.591114,0.950452,0.591126,0.959149,1.589249,300.000000,Farkas,64,2152,204
20.860711,30.149869,29.528402,25.255197,29.612296,35.000000,35.000000,35.000000,0.287131,0.728517,1.090912,0.728533,1.096360,2.188031,300.000000,Farkas,64,3222,314
19.557381,26.574305,19.557381,23.551644,23.551644,31.000000,31.000000,31.000000,0.284460,0.494795,0.876773,0.494809,0.883980,1.154578,300.000000,Farkas,64,1234,62
20.871694,30.417995,29.319857,25.328824,29.359211,34.000000,34.000000,34.000000,0.291847,0.486450,0.848032,0.486456,0.854701,1.625497,300.000000,Farkas,64,2407,226
19.989446,29.094901,28.327665,24.347052,28.372160,30.000000,30.000000,30.000000,0.287166,0.519585,0.856678,0.519600,0.863274,1.153380,300.000000,Farkas,64,1227,40
