lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
20.570922,30.168224,29.976654,25.254803,30.031557,34.000000,34.000000,34.000000,3.756457,4.094072,4.436601,4.093953,4.442090,5.276822,300.000000,New Disjunction,64,2670,222
17.740602,26.000000,17.740602,22.523181,22.523181,26.000000,26.000000,26.000000,0.312815,0.467788,0.502346,0.467788,0.506579,0.549107,300.000000,New Disjunction,64,137,8
21.032539,31.000000,21.032539,25.840801,25.840801,31.000000,31.000000,31.000000,0.329972,0.431070,0.803630,0.431073,0.810286,1.001116,300.000000,New Disjunction,64,1087,26
22.098028,34.000000,22.098028,26.168947,26.168947,34.000000,34.000000,34.000000,0.404812,0.769960,1.161093,0.769975,1.168537,1.615108,300.000000,New Disjunction,64,1638,98
20.379674,29.000000,20.379674,24.592977,24.592977,29.000000,29.000000,29.000000,0.243140,0.344636,0.683823,0.344645,0.688913,0.824607,300.000000,New Disjunction,64,964,22
21.880610,30.000000,21.880610,26.265412,26.265412,30.000000,30.000000,30.000000,0.124078,0.291961,0.630463,0.291975,0.636302,0.768187,300.000000,New Disjunction,64,927,24
20.738233,29.520737,29.391443,25.384712,29.424131,34.000000,34.000000,34.000000,2.211306,2.450511,2.808753,2.450523,2.816914,3.426259,300.000000,New Disjunction,64,1943,106
22.078610,32.000000,22.078610,27.086204,27.086204,32.000000,32.000000,32.000000,0.241479,0.424007,0.816464,0.424020,0.822960,1.004653,300.000000,New Disjunction,64,1167,34
25.541396,31.000000,25.541396,27.352031,27.352031,31.000000,31.000000,31.000000,0.185413,0.276092,0.292593,0.276104,0.297209,0.316680,300.000000,New Disjunction,64,52,6
21.563526,31.000000,21.563526,26.532449,26.532449,31.000000,31.000000,31.000000,0.203693,0.307155,0.649452,0.307168,0.657260,0.762164,300.000000,New Disjunction,64,812,16
22.597943,31.891827,31.769608,27.028970,31.771587,34.000000,34.000000,34.000000,2.503596,2.726382,3.119166,2.726395,3.126066,3.544616,300.000000,New Disjunction,64,1603,74
