lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
20.570922,20.570922,20.570922,25.254803,25.254803,34.000000,34.000000,34.000000,0.033098,1.132816,1.470924,1.132621,1.476396,2.072918,300.000000,None,4,2021,186
21.552619,21.552619,21.552619,26.063501,26.063501,35.000000,35.000000,35.000000,0.004569,0.357437,0.705268,0.357438,0.710599,1.366422,300.000000,None,4,2143,216
20.529481,20.529481,20.529481,25.287654,25.287654,35.000000,35.000000,35.000000,0.001969,0.307474,0.591838,0.307486,0.600050,1.304256,300.000000,None,4,2134,196
19.570922,19.570922,19.570922,24.235232,24.235232,33.000000,33.000000,33.000000,0.002456,0.253151,0.601907,0.253163,0.608304,1.199968,300.000000,None,4,2105,194
19.570922,19.570922,19.570922,24.235232,24.235232,33.000000,33.000000,33.000000,0.002120,0.228601,0.576937,0.228612,0.583286,1.091190,300.000000,None,4,1731,126
20.220316,20.220316,20.220316,24.473369,24.473369,34.000000,34.000000,34.000000,0.001857,0.293600,0.637468,0.293590,0.644074,1.418443,300.000000,None,4,2379,240
20.670372,20.670372,20.670372,25.529813,25.529813,34.000000,34.000000,34.000000,0.001803,0.326341,0.703240,0.326353,0.711516,1.172231,300.000000,None,4,1746,146
21.573782,21.573782,21.573782,26.447208,26.447208,35.000000,35.000000,35.000000,0.001906,0.343615,0.699170,0.343629,0.705574,1.277536,300.000000,None,4,1950,158
21.570922,21.570922,21.570922,25.640900,25.640900,35.000000,35.000000,35.000000,0.001921,0.342952,0.635284,0.342967,0.641295,1.140015,300.000000,None,4,1667,142
20.595282,20.595282,20.595282,24.918191,24.918191,34.000000,34.000000,34.000000,0.001871,0.252266,0.488799,0.252279,0.496233,1.041814,300.000000,None,4,1775,168
20.570922,20.570922,20.570922,25.036275,25.036275,34.000000,35.000000,34.000000,0.001848,0.243539,0.583172,0.243551,0.588724,1.163145,300.000000,None,4,2061,160
