lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
20.570922,25.881188,25.708479,25.254803,25.797021,34.000000,34.000000,34.000000,1.746526,2.082123,2.425097,2.082024,2.430620,3.281509,300.000000,New,16,2542,248
21.552619,26.881188,26.484821,26.063501,26.484821,35.000000,35.000000,35.000000,0.182538,0.532937,0.885541,0.532942,0.890902,1.539965,300.000000,Old,16,2081,182
20.529481,26.210750,25.682514,25.287654,25.688954,35.000000,35.000000,35.000000,0.182343,0.486233,0.777006,0.486247,0.785247,1.629832,300.000000,Old,16,2329,202
19.570922,24.512023,24.371643,24.235232,24.517574,33.000000,33.000000,33.000000,0.178587,0.428230,0.783184,0.428240,0.789515,1.478140,300.000000,Old,16,2232,158
19.570922,24.881188,24.881188,24.235232,24.966498,33.000000,33.000000,33.000000,0.177974,0.403010,0.758426,0.403022,0.764698,1.484549,300.000000,Old,16,2077,152
20.220316,25.881188,25.448970,24.473369,25.645218,34.000000,34.000000,34.000000,0.188861,0.478696,0.829917,0.478710,0.836487,1.551099,300.000000,Old,16,2371,208
20.670372,26.772277,26.452148,25.529813,26.598540,34.000000,34.000000,34.000000,0.176773,0.500258,0.883453,0.500270,0.891727,1.540065,300.000000,Old,16,2061,132
21.573782,26.881188,26.274447,26.447208,26.599566,35.000000,35.000000,35.000000,0.183188,0.523479,0.883983,0.523488,0.890445,1.543810,300.000000,Old,16,2016,178
21.570922,26.881188,26.799813,25.640900,26.919901,35.000000,35.000000,35.000000,0.220274,0.560165,0.859454,0.560179,0.865374,1.616968,300.000000,Old,16,2349,216
20.595282,25.881188,25.778500,24.918191,25.888009,34.000000,34.000000,34.000000,0.184103,0.433974,0.677200,0.433979,0.684721,1.302898,300.000000,Old,16,1805,186
20.570922,26.115983,25.735805,25.036275,25.867270,34.000000,35.000000,34.000000,0.184859,0.423534,0.769481,0.423546,0.775083,1.508657,300.000000,Old,16,2439,218
